,smiles,HIV,rd_8,rd_32,rd_64,rd_128,rd_512,rd_1024,rd_2048,rd_4096,rd_8192,rd_16384
13369,CC(=O)OC1CCC2C3CCC4Nc5c(cnn5-c5ccccc5)CC4(C)C3CCC12C,0.0,5,2,2,1,3,5,1,4,5,4
13370,CC(C)CCCC(C)C1CCC2C3CCC4N=C5NOC=C5CC4(C)C3CCC12C,0.0,4,5,1,2,4,2,1,3,4,4
13371,CC(C)CCCC(C)C1CCC2C3CCC4Nc5[nH]ncc5CC4(C)C3CCC12C,0.0,4,3,3,5,5,5,2,5,5,3
13372,CC(C)CCCC(C)C1CCC2C3CCC4Nc5c(cnn5-c5ccccc5)CC4(C)C3CCC12C,0.0,1,3,5,5,5,3,3,5,5,4
13373,CC(=O)OC1CCC2(C)C(=CCC3C4Cc5cc6ccccc6nc5NC4(C)CCC32)C1,0.0,4,1,3,5,2,5,4,4,5,3
13374,CCN(CC)c1ccc(N=C2C=CC(=C(C#N)C#N)c3ccccc32)c(C)c1,0.0,4,4,3,5,4,5,1,3,3,3
13375,CN(C)c1ccc(N=C2C=CC(=C(C#N)C#N)c3ccccc32)cc1,0.0,1,1,5,2,2,1,1,4,3,1
13376,CCN(CC)c1ccc(N=C2C=C(Cl)C(=O)c3ncccc32)c(C)c1,0.0,4,3,5,4,1,5,4,1,3,3
13377,COc1ccc(SS(=O)(=O)c2ccc(OC)cc2)cc1,0.0,3,3,2,2,1,5,1,5,3,2
13378,O=C1C=Cc2cc(Br)ccc2C12CCc1c(O)ccc3cc(Br)cc2c13,0.0,4,3,4,3,5,3,3,4,4,1
13379,COC(=O)C1(C)C(OC)=CC(=O)C2C3CCCC3C21,0.0,2,2,2,4,3,1,3,2,1,4
13380,CCC(C)CC(C)CC(C)C=C(C)C1=C(C)CC(C)(O)O1,0.0,1,4,2,3,1,5,3,4,4,4
13381,COC(=O)Cc1c(C2(C)CCCC(C)(C)C2)ccc2c1C(=O)OC2,0.0,4,4,3,5,2,4,4,3,2,1
13382,Cc1cc(O)cc2c1OC1(C)CCC3C(C)(CCC4C(C)(C)C(O)CCC43C)C1C2,0.0,5,1,4,1,5,1,2,4,1,3
13383,COc1cc2cc[n+]3c(c2cc1OC)C(=O)c1ccccc1-3.OS(O)(=[OH+])=[OH+],0.0,5,1,3,3,5,2,1,5,2,3
13384,CN1C=Nc2c(ncn2C2CCC(CO)O2)C1O,0.0,5,4,5,3,3,5,4,2,1,2
13385,CC(=NNC(N)=S)c1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,0.0,3,3,2,5,2,5,2,3,3,3
13386,O=C(OC1CC(OC(=O)c2cc(O)c(O)c(O)c2)(C(=O)O)CC(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.0,2,2,3,1,3,3,5,2,1,3
13387,O=C(O)c1cc2c([nH]1)-c1cc(C(=O)O)c(C(=O)O)nc1C(=O)C2=O,0.0,3,5,1,4,2,2,2,3,3,1
13388,CN1C2(c3ccccc3)C(C(=O)c3ccccc3)=C(C(=O)c3ccccc3)C1(c1ccccc1)c1c(-c3ccccc3)sc(-c3ccccc3)c12,0.0,2,5,2,2,3,1,1,1,1,1
13389,c1ccc(-c2sc(-c3ccccc3)c3c2C(c2ccccc2)c2c(-c4ccccc4)sc(-c4ccccc4)c2C3c2ccccc2)cc1,0.0,3,2,4,4,3,1,4,4,1,3
13390,CCCCCCCCCCn1cccc1C=Cc1ccc(C=Cc2cccn2CCCCCCCCCC)cc1,0.0,1,3,5,4,4,1,4,3,4,1
13391,O=C1C2C(C(=O)N1c1ccccc1)C1(c3ccccc3)SC2(c2ccccc2)c2c(-c3ccccc3)sc(-c3ccccc3)c21,0.0,5,4,5,4,5,4,1,2,1,4
13392,CN1C2(c3ccccc3)c3c(-c4ccccc4)sc(-c4ccccc4)c3C1(c1ccccc1)C1C(=O)N(c3ccccc3)C(=O)C12,0.0,1,3,3,2,2,2,5,2,4,1
13393,O=C(Cc1c(C(=O)Nc2ccccc2)sc(C(=O)Nc2ccccc2)c1CC(=O)Nc1ccccc1)Nc1ccccc1,0.0,1,1,5,5,4,2,1,4,5,4
13394,CCOC(=O)C1N(S(=O)(=O)c2ccc(C)cc2)CCC12C(c1ccc(OC)c(OC)c1)=Nc1ccccc12,0.0,1,2,4,3,5,1,1,2,4,3
13395,O=C1OC(=O)C2C1C1(c3ccccc3)C(=O)C2(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,0.0,2,3,1,5,1,3,4,3,4,4
13396,CCOC(=O)C1N(S(=O)(=O)c2ccc(C)cc2)CCC12c1ccccc1NC2c1ccc(OC)c(OC)c1,0.0,1,3,2,2,3,5,4,2,2,5
13397,Cc1ccc(S(=O)(=O)N2CCC3(C(C=Cc4ccccc4)=Nc4ccccc43)C2c2ccccc2)cc1,0.0,5,1,1,4,1,2,3,4,4,5
13398,CCOC(=O)C1N(S(=O)(=O)c2ccc(C)cc2)CCC12C(c1ccc(OC)cc1)NC1CCCCC12,0.0,2,4,4,5,4,1,3,5,5,5
13399,CC(=O)C1(O)CC2(c3ccccc3)C(=O)C1(c1ccccc1)C(c1ccccc1)=C2c1ccccc1,0.0,5,1,2,3,2,2,4,1,3,1
13400,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OCc1ccccc1,0.0,5,4,3,1,1,2,1,1,3,2
13401,CCOC(=O)C1N(S(=O)(=O)c2ccc(C)cc2)CCC12c1ccccc1N(C(C)=O)C2c1ccc(OC)c(OC)c1,0.0,1,5,4,5,3,2,3,5,4,4
13402,CCOC(=O)C1N(S(=O)(=O)c2ccc(C)cc2)CCC12c1ccccc1N(C(C)=O)C2C(C=CC(=O)OC)=CC(=O)OC,0.0,5,3,5,5,2,1,1,2,5,1
13403,COc1cc2c3c(c1OCc1ccccc1)NCCC3NCC2.Cl,0.0,1,4,5,5,3,2,4,2,2,2
13404,O=C(c1ccccc1)c1c(C(=O)c2ccccc2)c(-c2ccccc2)c2c(-c3ccccc3)sc(-c3ccccc3)c2c1-c1ccccc1,0.0,2,1,5,4,2,3,4,5,3,5
13405,COc1cc2c(cc1OC)C1C=NC(C(=O)O)(C2)c2ccccc21,0.0,2,1,2,4,4,1,3,2,3,3
13406,c1ccc(N2N=NC3C4CC(C5c6ccccc6C45)C32)cc1,0.0,2,2,4,2,2,5,3,1,2,4
13407,COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3.[Cl-],0.0,3,4,2,3,2,3,1,2,5,4
13408,COc1ccc(-c2ccccc2)c2[nH]c3c(c12)CCNC3=O,0.0,4,1,1,1,3,1,2,1,2,3
13409,COS(=O)(O)=[OH+].C[n+]1c2ccccc2c(NC(CCCNC(=N)N)C(=O)O)c2ccccc21,0.0,4,5,3,2,2,1,5,2,4,1
13410,COS(=O)(O)=[OH+].C[n+]1c2ccccc2c(NC(CCC(N)=O)C(=O)O)c2ccccc21,0.0,2,3,3,1,2,4,1,2,5,1
13411,COS(=O)(O)=[OH+].C[n+]1c2ccccc2c(NC(CS)C(=O)O)c2ccccc21,0.0,1,5,2,3,1,1,3,3,1,4
13412,CC(C)C(Nc1c2ccccc2[n+](C)c2ccccc12)C(=O)O.COS(=O)(O)=[OH+],0.0,3,4,4,3,4,4,1,4,3,2
13413,COS(=O)(=O)[OH2+].C[n+]1c2ccccc2c(NCC(=O)O)c2ccccc21,0.0,1,3,2,2,3,1,1,5,1,5
13414,O=S(=O)(NN=Cc1c2ccccc2[n+]([O-])c2ccccc12)c1ccc(Cl)cc1,0.0,2,2,5,2,5,5,5,2,4,4
13415,O=C(O)c1cc(S(=O)(=O)NN=Cc2c3ccccc3[n+]([O-])c3ccccc23)ccc1O,0.0,1,2,5,3,1,1,4,2,3,4
13416,Cc1ccc(S(=O)(=O)NN=Cc2c3ccccc3[n+]([O-])c3ccccc23)cc1,0.0,2,3,3,4,5,5,5,2,1,3
13417,N=C(N)NCCCC(NCc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O,0.0,3,3,3,5,2,5,2,2,1,5
13418,NC(=O)CCC(NCc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O,0.0,3,1,1,1,4,4,1,5,5,4
13419,O=C(O)C(CS)NCc1c2ccccc2[n+]([O-])c2ccccc12,0.0,4,1,5,4,2,4,4,4,1,1
13420,CC(C)C(NCc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O,0.0,3,1,1,5,5,3,5,5,3,3
13421,O=C(O)CNCc1c2ccccc2[n+]([O-])c2ccccc12,0.0,3,1,3,4,4,3,1,5,4,1
13422,N=C(N)NS(=O)(=O)c1ccc(NCc2c3ccccc3[n+]([O-])c3ccccc23)cc1,0.0,1,5,3,5,4,1,4,2,3,5
13423,N=C(N)NCCCC(Nc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O,0.0,1,1,5,2,2,1,4,5,1,2
13424,NC(=O)CCC(Nc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O,0.0,3,5,3,1,5,3,1,4,5,3
13425,O=C(O)C(CS)Nc1c2ccccc2[n+]([O-])c2ccccc12,0.0,4,2,1,1,3,1,2,3,3,5
13426,CC(C)C(Nc1c2ccccc2[n+]([O-])c2ccccc12)C(=O)O,0.0,5,3,3,1,1,2,5,3,5,1
13427,O=C(O)CNc1c2ccccc2[n+]([O-])c2ccccc12,0.0,2,5,5,2,4,1,2,2,1,3
13428,Nc1cc([As]=O)ccc1O,0.0,5,2,4,5,2,3,4,4,1,4
13429,O=C(O)CCC12CCC3(O)OC(=O)C(CC1C(=O)O)C32,0.0,5,2,1,5,4,2,5,3,1,4
13430,COC(=O)CCC12CCC(=O)C1C(C(=O)OC)CC2C(=O)OC,0.0,5,4,5,2,2,3,5,4,4,5
13431,CC1CC(=O)c2c(cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)CC6=O)c(O)cc(O)c3c2O)O1,0.0,1,4,4,4,2,5,2,5,3,5
13432,Cc1cc(=O)c2c(O)c3c(O)cc(O)c(-c4c(O)cc(O)c5c(O)c6c(=O)cc(C)oc6cc45)c3cc2o1,0.0,4,2,3,5,1,5,5,2,2,4
13433,CCOC(=O)CNC1C(NC(C)=O)C(OC)OC2COC(c3ccccc3)OC21,0.0,3,5,2,4,4,4,4,5,5,2
13434,CN1CCN2c3ccccc3CC(C#N)(C#N)C2C1,0.0,1,5,3,5,5,2,5,2,3,2
13435,Cc1ccccc1-n1c2nc(=O)n(C)c(=O)c-2nc2ccccc21,0.0,3,5,4,2,3,2,2,1,2,3
13436,Cc1ccc(-n2c3nc(=O)n(C)c(=O)c-3nc3ccccc32)cc1,0.0,2,1,5,5,3,2,1,2,1,2
13437,Cc1ccc(-n2c3nc(=O)n(C)c(=O)c-3nc3ccccc32)c(C)c1,0.0,4,1,4,1,1,1,3,2,2,4
13438,Cc1cc(C)cc(-n2c3nc(=O)n(C)c(=O)c-3nc3ccccc32)c1,0.0,1,2,3,1,1,3,4,4,2,3
13439,Cn1c(=O)nc2n(-c3cccc(Cl)c3)c3ccccc3nc-2c1=O,0.0,1,5,4,4,3,5,4,2,5,1
13440,Cn1c(=O)nc2n(-c3cc(Cl)ccc3Cl)c3ccccc3nc-2c1=O,0.0,1,3,4,4,5,1,4,5,2,3
13441,Cn1c(=O)nc2n(-c3ccc(Cl)c(C(F)(F)F)c3)c3ccccc3nc-2c1=O,0.0,2,2,5,2,1,3,3,4,4,5
13442,Cn1c(=O)nc2n(-c3cccc(F)c3)c3ccccc3nc-2c1=O,0.0,4,5,4,5,2,5,5,3,3,5
13443,Cn1c(=O)nc2n(-c3ccc(F)cc3)c3ccccc3nc-2c1=O,0.0,5,1,3,2,4,3,4,4,4,5
13444,Cn1c(=O)nc2n(-c3ccc(F)c(F)c3)c3ccccc3nc-2c1=O,0.0,5,3,2,5,1,1,4,4,1,3
13445,Cn1c(=O)nc2n(-c3cccc(Br)c3)c3ccccc3nc-2c1=O,0.0,5,1,1,5,4,1,5,2,1,3
13446,Cn1c(=O)nc2n(-c3ccc(Br)cc3)c3ccccc3nc-2c1=O,0.0,3,4,5,3,5,4,3,1,5,1
13447,CCc1ccccc1-n1c2nc(=O)n(C)c(=O)c-2nc2ccccc21,0.0,2,5,3,2,5,1,4,3,4,1
13448,CCCCc1ccc(-n2c3nc(=O)n(C)c(=O)c-3nc3ccccc32)cc1,0.0,1,5,2,5,1,2,3,4,1,3
13449,Cn1c(=O)nc2n(-c3ccc(O)cc3)c3ccccc3nc-2c1=O,0.0,4,4,5,4,1,1,4,2,1,5
13450,COc1cccc(-n2c3nc(=O)n(C)c(=O)c-3nc3ccccc32)c1,0.0,3,3,1,3,2,3,4,2,4,2
13451,CSc1cccc(-n2c3nc(=O)n(C)c(=O)c-3nc3ccccc32)c1,0.0,4,2,2,4,5,4,3,1,5,3
13452,Cn1c(=O)nc2n(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc3nc-2c1=O,0.0,5,1,5,5,3,5,4,1,2,3
13453,Cn1c(=O)nc2n(-c3ccc(Cl)cc3)c3ccc(Cl)cc3nc-2c1=O,0.0,1,5,4,1,4,5,2,1,2,4
13454,Cn1c(=O)nc2n(-c3ccc(Cl)cc3)c3cc(Cl)ccc3nc-2c1=O,0.0,2,4,1,2,1,1,3,2,2,2
13455,Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(-c3ccc(Cl)cc3)c2cc1C,0.0,1,1,4,1,4,2,5,2,1,1
13456,CCn1c(=O)nc2n(-c3ccc(SC)cc3)c3ccccc3nc-2c1=O,0.0,2,1,3,4,3,2,4,3,2,5
13457,CCn1c(=O)nc2n(-c3ccccc3)c3ccccc3nc-2c1=O,0.0,3,1,3,1,5,4,2,4,3,5
13458,Cc1nc2c(=O)n(C)c(=O)nc-2n(-c2ccc(Cl)cc2)c1C,0.0,3,3,4,1,1,5,2,5,5,3
13459,Cn1c(=O)nc2n(-c3ccc(Cl)cc3)c(-c3ccccc3)c(-c3ccccc3)nc-2c1=O,0.0,5,2,4,3,2,1,1,1,5,3
13460,COc1ccc2c(C(=O)O)cc3cc(OC)c(OC)cc3c2c1,0.0,5,5,2,3,1,4,2,5,1,3
13461,COC1(OC)c2ccccc2C2(O)c3ccccc3C(=O)C12,0.0,2,3,3,4,1,1,2,3,2,1
13462,CC12SC(C)(c3c[se]cc31)C1C(=O)N(c3ccccc3)C(=O)C12,0.0,1,5,1,2,5,1,1,3,1,3
13463,O=C1C2C(C(=O)N1c1ccccc1)C1c3ccccc3C2S1(=O)=O,0.0,2,1,2,2,5,4,3,4,2,3
13464,COc1cc2ccnc3c2c(c1OC)-c1ccccc1C3=O,0.0,3,4,2,4,5,2,2,5,4,2
13465,O=C1C2C3SC(c4ccccc43)C2C(=O)N1c1ccccc1,0.0,2,2,1,2,2,1,5,4,4,2
13466,CCOC(=O)c1ccc(C=Cc2cccn2C(=O)OC(C)(C)C)[nH]1,0.0,5,2,5,2,1,2,2,4,2,2
13467,COc1ccc(N)c(CC2c3ccccc3CCN2C)c1.Cl,0.0,1,5,1,1,3,5,4,1,1,4
13468,CCOC(=O)C(NO)C(Sc1ccccc1)c1ccc(OC)cc1,0.0,3,2,3,1,1,5,2,4,1,4
13469,COc1ccc(-c2ccccc2)c(NN=C2CCCNC2=O)c1,0.0,2,1,2,1,2,2,4,5,3,4
13470,COc1cc2c(cc1OC)-c1c(cc(OC)c(OC)c1OC)C2=O,0.0,1,4,2,4,2,1,5,4,3,2
13471,COc1cc2c3c(c1OC)-c1cc(O)ccc1CC3NCC2,0.0,4,5,3,1,1,4,5,1,1,1
13472,COc1cc2c(c3c1C=CCO3)C(=O)c1ccccc1C2=O,0.0,1,4,2,5,2,2,1,5,5,5
13473,CSCC1Cc2c(cc3c(c2O)C(=O)c2ccccc2C3=O)O1,0.0,5,2,3,1,4,2,3,4,3,3
13474,C[N+](C)(C)C1CC([N+](C)(C)C)C2c3ccccc3C21.[I-],0.0,4,3,3,2,1,5,2,4,1,4
13475,O=C1OC(=O)c2c1c(-c1ccccc1)cn2-c1ccc(Cl)cc1,0.0,1,1,4,5,2,2,4,4,1,2
13476,Cc1cc(O)c2c(c1)C(O)(c1ccc3c(c1O)C(=O)c1c(O)cc(C)cc1C3(O)C1OC(CO)C(O)C(O)C1O)c1cccc(O)c1C2=O,0.0,5,1,3,1,3,4,5,2,1,5
13477,CCCN1C(=O)CNC(=O)c2[nH]cnc21,0.0,2,4,4,3,3,1,5,4,3,5
13478,CCC1CC2CN3CCc4c([nH]c5ccc(OC)cc45)C(C(=O)OC)(C2)C13,0.0,5,3,1,4,1,4,2,5,1,5
13479,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13.Cl,0.0,5,3,3,1,2,3,2,1,2,1
13480,CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13.Cl,0.0,2,2,4,4,2,1,3,4,2,3
13481,CCC12C=CCN3CCC4(c5ccc(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32,0.0,1,3,3,3,1,1,2,1,2,1
13482,CC=C1CNC2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,0.0,5,2,2,4,5,1,5,1,4,1
13483,CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(c3c(OC)ccc4c5c([nH]c34)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC,0.0,3,1,2,5,3,2,4,2,1,4
13484,CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(c3cc4c5c([nH]c4cc3OC)C3(C(=O)OC)CC4CC(CC)C3N(CC5)C4)CC1C2C(=O)OC,0.0,1,4,2,1,4,1,2,1,2,1
13485,CCC1CC2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C(C(=O)OC)(C2)C13,0.0,2,5,5,4,1,4,1,2,1,4
13486,CCC1CC2CC3c4[nH]c5ccccc5c4CCN(C2)C13,0.0,3,5,2,5,5,2,3,4,5,1
13487,CCC1CC2CN3CCc4c([nH]c5cc(OC)ccc45)C(C(=O)OC)(C2)C13,0.0,1,4,3,5,5,2,1,3,2,4
13488,CCC1CC2CN3CCc4c([nH]c5ccc(OC)cc45)C(CO)(C2)C13,0.0,4,2,2,5,2,1,4,1,3,4
13489,CCC12OC(=O)C34CC(C(=O)N(CCc5c3[nH]c3ccccc53)C41)C2I,0.0,4,2,4,1,2,4,4,1,4,3
13490,CC(=O)Oc1c(C)c(-c2ccccc2)c(C)c(-c2ccccc2)c1C(=S)c1ccccc1,0.0,4,1,2,4,4,1,2,4,2,1
13491,O=C(NCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O)NCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCNC(=O)C(O)C(O)C(O)C(O)CO,0.0,1,2,2,2,5,5,5,2,5,1
13492,O=C(NCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O)NCCCOCCOCCCNC(=O)C(O)C(O)C(O)C(O)CO,0.0,3,3,5,1,1,2,2,2,5,3
13493,O=C(NCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O)NCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,4,2,5,3,4,2,1,3,3,5
13494,c1cncc(CN2CCCC2)c1,0.0,3,1,5,4,2,3,3,1,4,4
13495,c1cncc(CN2CCCCC2)c1,0.0,3,5,1,3,3,3,1,3,5,4
13496,c1cncc(CN2CCCCCC2)c1,0.0,5,3,5,4,2,5,1,4,1,2
13497,CC1CC(C)CN(Cc2cccnc2)C1,0.0,5,5,4,4,1,3,4,2,2,4
13498,CC1CCCC(C)N1Cc1cccnc1,0.0,2,1,4,1,5,2,3,4,2,3
13499,CC1CCN(Cc2cccnc2)CC1,0.0,3,1,1,2,3,5,5,5,2,5
13500,COc1c(O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC=O)CC2,0.0,3,3,5,1,1,1,2,2,1,1
13501,O=C(O)c1c[nH]c2c([N+](=O)[O-])cccc2c1=O,0.0,3,5,4,5,3,4,2,4,5,3
13502,CCN(CCCl)CCNc1c2ccccc2nc2ccc(OC)cc12.Cl,0.0,5,4,4,2,5,4,5,2,5,2
13503,COc1ccc2nc3ccccc3c(NCCN(C)CCCl)c2c1.Cl,0.0,1,2,1,3,5,5,4,2,1,2
13504,COc1cc2c(Cc3cc(OCc4ccccc4)ccc3N)nccc2c(OC)c1OC,0.0,5,3,2,3,5,3,2,2,5,5
13505,COc1cc2c3c(c1OC)-c1ccccc1C(C(O)c1ccccc1)C3N(C)CC2.Cl,0.0,3,5,3,2,3,2,4,2,4,2
13506,CCC1CC(=O)c2c(cc3c(c2O)C(=O)c2ccccc2C3=O)C1(C#N)C(=O)OC(C)(C)C,0.0,5,4,3,1,5,5,5,3,2,4
13507,CC(=O)OC1(C(C)=O)CC2(c3ccccc3)OC1(c1ccccc1)c1ccccc12,0.0,2,2,3,4,1,2,5,3,2,3
13508,COC1C2c3ccccc3C(C#N)(Cc3ccc4c(c32)OCO4)N1C(=O)c1ccccc1,0.0,3,5,2,4,5,5,4,4,5,5
13509,COC1C2c3cc4c(cc3CC(C#N)(c3ccccc32)N1C(=O)c1ccccc1)OCO4,0.0,4,5,5,4,4,2,2,5,4,4
13510,COc1cc2c(cc1OC)C(C#N)N(C(=O)c1ccccc1)C=C2OC(=O)c1ccccc1,0.0,5,5,3,4,5,2,5,2,1,5
13511,OCc1c(-c2cccc3ccccc23)sc(-c2cccc3ccccc23)c1CO,0.0,5,5,5,1,3,1,1,3,4,1
13512,COc1cc2c(cc1OC)C1c3ccccc3C(C#N)(C2)N(C(=O)c2ccccc2)C1O,0.0,4,2,5,1,4,2,1,2,1,3
13513,COc1cc2c(cc1OC)C(C#N)(Cc1ccccc1)N(C(=O)c1ccccc1)C=C2,0.0,1,4,4,4,5,1,4,3,3,4
13514,COc1cc2c(-c3onc4ccc(OCc5ccccc5)cc34)nccc2c(OC)c1OC,0.0,3,4,1,2,5,2,4,4,1,3
13515,O=C1c2c(oc3c2C(=O)c2cccc4cccc-3c24)-c2cccc3cccc1c23,0.0,1,3,2,1,2,2,5,2,1,2
13516,O=C(O)c1c(-c2cccc3ccccc23)sc(-c2cccc3ccccc23)c1C(=O)O,0.0,4,4,1,1,5,1,3,4,4,1
13517,N#CC(C#N)=c1ccc(=C2N3CCCC3CN2C23CC4CC(CC(C4)C2)C3)cc1,0.0,4,2,5,4,4,4,3,1,2,1
13518,COC(=O)C=C(C(=O)OC)c1c2c3c(cc(OC)c(OC)c3c3ccccc13)CCN2C,0.0,3,3,4,3,5,1,2,3,2,2
13519,COc1ccc(-c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(C)cc2)cc1,0.0,5,2,4,1,4,1,3,4,3,3
13520,COc1ccc2c(CN3CCCCC3CO)cc3cc(OC)c(OC)cc3c2c1,0.0,1,4,3,3,3,5,1,4,3,1
13521,Cc1ccc2ccc(-c3ccccc3)c3c2c1C(=O)c1ccccc1C3=O,0.0,2,2,5,1,3,5,1,4,4,5
13522,N#CC12Cc3cc4c(cc3-c3cccc(c31)CCN2C(=O)c1ccccc1)OCO4,0.0,5,1,4,3,2,1,4,5,1,4
13523,N#CC12Cc3ccc4c(c3-c3cccc(c31)CCN2C(=O)c1ccccc1)OCO4,0.0,3,2,4,4,3,5,5,4,1,2
13524,COc1cccc(-c2nccc3c(OCc4ccccc4)c(OC)c(OC)cc23)c1,0.0,5,2,2,1,3,4,4,3,4,4
13525,Nc1c2ncn(C3OC(CO)CC3F)c2nc[n+]1[O-],0.0,5,5,5,2,5,5,3,3,1,5
13526,Nc1nc(N)c2nc(-c3ccco3)cnc2n1,0.0,4,5,2,4,2,4,3,4,5,3
13527,O=C1CC(c2c[nH]c3ccccc23)C(=O)N1c1ccccc1,0.0,1,3,2,4,2,4,1,1,5,4
13528,Cc1[nH]c2ccccc2c1C1CC(=O)NC1=O,0.0,2,3,5,1,4,4,1,1,1,1
13529,O=C1CC(c2c(-c3ccccc3)[nH]c3ccccc23)C(=O)N1c1ccccc1,0.0,2,3,1,2,3,2,3,4,2,3
13530,O=C1CC(c2c(-c3ccccc3)[nH]c3ccccc23)C(=O)N1,0.0,1,3,1,2,2,4,3,3,1,4
13531,O=C1CC(c2c[nH]c3ccccc23)C(=O)N1,0.0,2,1,1,4,3,4,3,1,5,4
13532,O=C1CC(c2n[nH]c3ccccc23)C(=O)N1c1ccccc1,0.0,3,5,1,3,5,1,1,2,2,3
13533,O=C1C2C3C=C4c5ccccc5N(c5ccccc5)C4(C2C(=O)N1c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C31,0.0,3,3,4,4,2,1,2,1,1,5
13534,O=Cc1cn(C(=O)c2ccccc2)c2ccccc12,0.0,3,1,1,3,3,1,2,4,3,5
13535,CCCC(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,0.0,5,1,1,2,1,3,3,5,4,1
13536,Cc1c(CCC(=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc2)c2ccccc2n1C,0.0,3,4,1,2,2,2,3,2,2,1
13537,CCN(N=O)C1C2(CCCC2)NC(=O)C12CCCC2,0.0,4,1,4,3,1,2,5,2,2,5
13538,CC(=O)OC12CCCCC1C1(CCCC1)NC2=O,0.0,2,4,3,1,5,4,5,5,2,1
13539,O=Cc1cn(S(=O)(=O)c2ccccc2)c2ccccc12,0.0,5,5,1,3,2,5,1,5,2,3
13540,COC(=O)C(c1n[nH]c2ccccc12)C(C(=O)OC)c1n[nH]c2ccccc12,0.0,2,5,3,3,2,3,3,2,2,2
13541,Cc1[nH]c2ccccc2c1C1Cc2ccccc2N1C(=O)C#Cc1ccc([N+](=O)[O-])cc1.Cl,0.0,4,3,4,5,1,4,4,2,1,2
13542,O=C1NC2CCCCC2C12CCCCC2,0.0,4,4,5,2,3,5,3,5,1,1
13543,O=C1NC2=C(CCCCC2=NO)C12CCCCC2,0.0,1,4,3,5,4,1,1,5,4,5
13544,O=C1NC2(CCCCC2)C2CCCCCC12,0.0,4,4,3,1,5,3,2,5,3,1
13545,O=C1NC2CCCCCC2C12CCCCC2,0.0,5,3,4,1,4,3,2,3,5,3
13546,O=C1NC2C(O)CCCCC2C12CCCCC2,0.0,5,2,2,4,5,2,3,5,4,1
13547,O=C1Nc2ccccc2C12CCCC2,0.0,1,1,4,5,3,2,3,3,2,4
13548,O=C1NC2(CCCCC2)C2CCCCC(O)C12,0.0,3,5,3,1,1,2,4,3,4,5
13549,O=C1NC2(CCCC2)C(=O)C12CCCC2,0.0,3,2,2,2,1,5,2,4,4,5
13550,O=C1NC2(CCCCC2)C2CCCCC=C12,0.0,3,5,1,4,4,5,2,1,3,5
13551,NC1C2(CCCCCC2)NC(=O)C12CCCCCC2,0.0,5,4,3,3,2,2,3,5,4,3
13552,O=C1NC2(CCCCC2)C2=C1CCCCC2,0.0,3,1,2,3,2,3,4,3,1,1
13553,O=C1NC2=C(CCCCCC2=NO)C12CCCCCC2,0.0,3,3,4,3,2,5,5,2,3,3
13554,O=C1NC2(CCCC2)C2CCCCC12O,0.0,4,3,5,5,1,4,1,4,4,2
