SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles
4238921,training set,1,,,1,1,O1c2c(OC1)ccc(-c3cc4c(ncnc4NCc5cc(ccc5)C)cc3)c2
4238922,training set,1,1,,,1,s1c(CNc2ncncc2-c3cc(ccc3)C#N)ccc1
4238923,training set,1,,0,0,1,n1c(NC)c(-c2c(cccc2)CN(C)C)cnc1
4238925,training set,1,1,0,,1,o1c(CN(c2ncncc2-c3cc(OC)ccc3)C)ccc1
4238926,training set,1,0,,0,1,O(c1c(CNc2ncnc3c2cc(-c4cc(ccc4)C#N)cc3)ccc(OC)c1)C
4238927,training set,0,0,0,0,,O=C(N1CCC2(CN(C2)c3ncccc3)CC1)c4n(ccc4)C
4238929,training set,,0,0,0,,Fc1cc(NC(=O)N2CC3(CCN(C(=O)c4c(onc4C)C)CC3)CCC2)ccc1
4238930,training set,1,0,0,0,,n1c2c(c(nc1)NC3CCNCC3)cc(-c4cnccc4)cc2
4238931,training set,,0,0,,1,O(C(=O)N1C[C@@]2(CN(C(c3ccccc3)c4ccccc4)CC2)CCC1)c5ccccc5
4238932,training set,,,0,0,0,O=C(N1CC2(C1)CCN(CC2)C(=O)c3occc3)Nc4cc(ccc4)C#N
4238933,training set,1,1,0,,1,O(c1c(-c2nc(N3CCN(CC3)C)ccn2)cccc1)C
4238934,training set,,0,,1,,N(c1ncnc(-c2c(cccc2)CN(C)C)c1)C3CC3
4238938,training set,0,0,0,,0,O(C(=O)N1CCC2(CC1)CCN(CC2)CC(C)C)C
4238939,training set,0,0,0,,0,s1c(ncc1)CN2CC3(C2)CCNCC3
4238942,training set,0,0,0,,0,Fc1cc(C(=O)N2CCC3(CN(C3)Cc4ccccc4)CC2)ccc1
4238943,training set,1,1,,,1,n1c(NCc2cnccc2)c(-c3ccc(N(C)C)cc3)cnc1
4238945,training set,0,,0,,,Fc1cc(C(=O)N2CCC3(CN(C(=O)NC(C)C)CCC3)CC2)ccc1
4238946,training set,1,,0,,1,O(c1c(-c2nc(NCc3ncc(nc3)C)c4c(n2)cccc4)cccc1)C
4238947,training set,1,,1,,,O=C(N1CCC2(CN(c3ncccn3)CCC2)CC1)c4ccncc4
4238948,training set,,,0,0,1,o1nc(c(-c2c(ncnc2)NCCN3CCOCC3)c1C)C
4238949,training set,,0,0,0,0,o1c(C(=O)N2C[C@@]3(CN(CC3)C(=O)Nc4ccccc4)CCC2)ccc1
4238950,training set,1,,1,1,1,S(=O)(=O)(N1CCC2(CC1)CN(c3ccncc3)CCC2)c4ccccc4
4238951,training set,1,1,,0,,O(C(=O)N1C[C@@]2(CN(CC2)c3ncccn3)CCC1)c4ccccc4
4238953,training set,,0,0,0,1,O=C(N(C)C)c1ccc(-c2cc3c(ncnc3NC4CC4)cc2)cc1
4238954,training set,,1,1,1,1,S(=O)(=O)(N1CCC2(CN(CCC2)Cc3ccncc3)CC1)C
4238955,training set,1,,0,0,0,o1nc(c(-c2ncnc(Nc3ccccc3)c2)c1C)C
4238958,training set,1,1,0,,1,O(c1c(CNc2nc(ncc2)-c3ccc(N(C)C)cc3)ccc(OC)c1)C
4238959,training set,1,0,0,,1,s1c(CNc2ncnc(-c3cnccc3)c2)ccc1
4238960,training set,1,1,0,,1,S(=O)(=O)(Nc1cc(-c2nc(Nc3ccc(F)cc3)c4c(n2)cccc4)ccc1)C
4238961,training set,,0,0,0,,O(C(=O)N1CCC2(CCN(c3cc(-c4ccccc4)ccc3)CC2)CC1)c5ccccc5
4238962,training set,,,0,,,s1nnc(C(=O)N2CCC3(CN(C3)c4cc(-c5ccccc5)ccc4)CC2)c1
4238964,training set,1,,0,0,,S(=O)(=O)(Nc1cc(-c2nc(N3CCN(CC3)C)ccn2)ccc1)C
4238966,training set,,0,0,,1,Clc1c(-c2c(N3CCN(CC3)C)ncnc2)cccc1
4238967,training set,0,0,0,0,0,s1nnc(C(=O)N2CCC3(CN(C3)C(=O)Nc4cc(F)ccc4)CC2)c1
4238968,training set,0,0,0,,,s1nnc(C(=O)N2CCC3(CC2)CN(CCC3)CC(C)C)c1
4238969,training set,0,0,0,0,0,s1c(ncc1)CN2CCC3(CCN(C(=O)c4nccnc4)CC3)CC2
4238971,training set,,0,0,,1,o1c(CN(c2ncncc2-c3ccc(cc3)C(=O)N(C)C)C)ccc1
4238972,training set,1,1,0,1,1,O(c1c(CNc2ncncc2-c3c(cccc3)C)ccc(OC)c1)C
4238973,training set,0,0,0,0,0,O=C(N(C)C)c1ccc(-c2nc3c(c(n2)NCCNC(=O)C)cccc3)cc1
4238975,training set,,0,0,,0,n1c(-c2c(cccc2)CN(C)C)cc(nc1)Nc3ccccc3
4238976,training set,1,,0,1,,O(c1c(CNc2nc(nc3c2cccc3)-c4c(cccc4)CN(C)C)cccc1)C
4238977,training set,0,0,0,,0,N1(CC2(C1)CCNCC2)Cc3ccncc3
4238978,training set,0,0,0,,0,n1c(-c2c(cccc2)CN(C)C)cc(nc1)NCc3ccccc3
4238980,training set,1,1,,,1,O(c1c(CNc2ncnc3c2cc(-c4ccc(N(C)C)cc4)cc3)cccc1)C
4238983,training set,0,0,,,,s1c(ncc1)CN2CCC3(CCN(C(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)CC3)CC2
4238986,training set,1,0,0,0,,FC(F)(F)c1c(-c2ncnc(NC)c2)cccc1
4238989,training set,1,0,0,0,0,o1nc(c(-c2ncnc(NCCOC)c2)c1C)C
4238990,training set,,,,0,1,s1nnc(C(=O)N2C[C@@]3(CN(c4cc(-c5ccccc5)ccc4)CC3)CCC2)c1
4238991,training set,1,,0,,1,Clc1c(-c2nc(NCCN3CCOCC3)ccn2)cccc1
4238992,training set,0,0,0,1,,s1nnc(C(=O)N2CCC3(CC2)CCN(CC3)Cc4c(OC)cccc4)c1
4238995,training set,1,1,0,1,1,O1c2c(OC1)ccc(-c3nc(-n4cncc4)ccn3)c2
4238996,training set,1,0,0,0,1,n1c(NCc2ncc(nc2)C)c3c(nc1-c4cnccc4)cccc3
4238999,training set,,1,,0,1,Fc1cc(NC(=O)N2C[C@@]3(CN(C(=O)c4ccc(OC)cc4)CCC3)CC2)ccc1
4239001,training set,0,0,0,,0,o1c(C(=O)N2CCC3(CC2)CCN(CC3)Cc4c(OC)cccc4)ccc1
4239002,training set,0,0,0,,,o1nc(c(C(=O)N2CCC3(CN(c4ccccc4)CCC3)CC2)c1C)C
4239006,training set,1,1,,1,1,S(=O)(=O)(Nc1cc(-c2nc3c(c(n2)NCc4cc(ccc4)C)cccc3)ccc1)C
4239007,training set,,0,0,0,0,O=C(N(C)C)c1ccc(-c2c(NC3CCNCC3)ncnc2)cc1
4239015,training set,,0,0,0,,Fc1cc(C(=O)N2CCC3(CCN(c4cc(-c5ccccc5)ccc4)CC3)CC2)ccc1
4239016,training set,0,0,0,0,,S(=O)(=O)(N1CCC2(CC1)CCN(CC2)c3ncccn3)c4ccccc4
4239017,training set,1,0,0,0,1,Fc1ccc(Nc2nc(nc3c2cccc3)-c4cocc4)cc1
4239018,training set,1,,,,1,O(c1c(CNc2nc(nc3c2cccc3)-c4cc(ccc4)C#N)ccc(OC)c1)C
4239020,training set,1,0,0,0,,Fc1cc(NC(=O)N2CC3(CCN(C(=O)c4n(ccc4)C)CC3)CCC2)ccc1
4239021,training set,0,0,0,0,1,O=C(N1C[C@@]2(CN(CC2)c3ccncc3)CCC1)COC
4239023,training set,0,0,0,0,0,O(C(=O)N1CCC2(CC1)CCN(CC2)Cc3ccccc3)C
4239024,training set,0,0,0,0,,s1c(ncc1)CN2CCC3(CCN(CC3)C(Oc4ccccc4)=O)CC2
4239026,training set,,,0,0,,Fc1cc(C(=O)N2CCC3(CN(C(=O)Nc4ccccc4)CCC3)CC2)ccc1
4239027,training set,,1,0,,0,O(c1c(-c2cc3c(ncnc3NC4CCNCC4)cc2)cccc1)C
4239030,training set,,0,0,0,0,o1c(C(=O)N2CCC3(CC2)CCN(CC3)C(=O)Nc4ccc(OC)cc4)ccc1
4239031,training set,,1,,0,,O(C(=O)N1C[C@@]2(CN(CC2)c3ccccc3)CCC1)C
4239032,training set,1,1,,1,1,o1cc(-c2nc(NCc3c(OC)cccc3)c4c(n2)cccc4)cc1
4239034,training set,,,,0,1,O=C(N1C[C@@]2(CN(CC2)c3ncccc3)CCC1)c4ccncc4
4239035,training set,0,0,0,,,FC(F)(F)c1cc(CN2C[C@@]3(CN(C(=O)c4nccnc4)CCC3)CC2)cc(C(F)(F)F)c1
4239036,training set,0,0,0,,,Fc1cc(C(=O)N2CCC3(CC2)CCN(CC3)Cc4ccc(cc4)C#N)ccc1
4239041,training set,,0,0,1,0,O(c1c(-c2nc3c(c(n2)NCCNC(=O)C)cccc3)cccc1)C
4239042,training set,0,0,0,1,,o1c(C(=O)N2C[C@@]3(CN(CC3)Cc4ccccc4)CCC2)ccc1
4239045,training set,0,0,0,0,,O=C(N1CCC2(CN(C(=O)Nc3ccc(OC)cc3)CCC2)CC1)c4nccnc4
4239046,training set,0,0,0,0,0,O=C(N1C[C@]2(CC1)CN(CCC2)C(=O)C)Nc3cc(ccc3)C#N
4239047,training set,0,0,0,,0,O=C(N1CCC2(CN(C2)c3ncccc3)CC1)COC
4239048,training set,0,0,,0,,FC(F)(F)c1cc(C(=O)N2CCC3(CN(C3)C(=O)Nc4cc(F)ccc4)CC2)cc(c1)C(F)(F)F
4239049,training set,1,1,0,,1,O(c1c(-c2ncnc(NCc3cc(ccc3)C)c2)cccc1)C
4239050,training set,1,1,0,,1,N(c1ncncc1-c2ccc(N(C)C)cc2)Cc3ncc(nc3)C
4239051,training set,1,,0,0,,N1(c2ncnc3c2cc(-c4c(cccc4)C)cc3)CCNCC1
4239052,training set,1,1,0,1,1,O1c2c(OC1)ccc(-c3nc(NCCc4c5c([nH]c4)ccc(OC)c5)ccn3)c2
4239053,training set,1,1,,,1,O(c1c(CNc2nc(ncc2)-c3cocc3)ccc(OC)c1)C
4239060,training set,1,0,0,,,o1cc(-c2nc(NC3CC3)ccn2)cc1
4239061,training set,0,0,0,0,0,S(=O)(=O)(N1CCC2(CN(C2)C(=O)Nc3ccc(OC)cc3)CC1)C
4239062,training set,1,0,0,0,0,o1nc(c(-c2ncnc(NCc3ncc(nc3)C)c2)c1C)C
4239063,training set,0,0,,0,,o1nc(c(C(=O)N2C[C@@]3(CN(CC3)Cc4c(OC)cccc4)CCC2)c1C)C
4239064,training set,,0,0,,,O=C(N1C[C@@]2(CN(CC2)c3ncccn3)CCC1)c4n(ccc4)C
4239066,training set,0,0,0,0,0,O=C(N1CC2(C1)CCN(CC2)C(=O)c3n(ccc3)C)Nc4ccc(OC)cc4
4239067,training set,0,0,0,0,,O=C(N1CCC2(CC1)CCN(CC2)c3ncccn3)c4nccnc4
4239068,training set,0,0,0,0,,O=C(N1CCC2(CC1)CCN(CC2)C(=O)Nc3ccccc3)c4n(ccc4)C
4239069,training set,0,0,0,1,0,o1nc(c(C(=O)N2CCC3(CN(C(c4ccccc4)c5ccccc5)CCC3)CC2)c1C)C
4239070,training set,0,0,0,0,0,s1nnc(C(=O)N2CCC3(CC2)CCN(CC3)C(=O)Nc4cc(F)ccc4)c1
4239071,training set,0,0,0,0,1,FC(F)(F)c1cc(C(F)(F)F)cc(c1)CN2CC3(CCN(CC3)C(=O)c4ccc(OC)cc4)CCC2
4239073,training set,,,0,,1,O(c1c(-c2c(N3CCN(CC3)C)ncnc2)cccc1)C
4239074,training set,,,,,0,O=C(N1CCC2(CC1)CCN(CC2)c3ncccc3)c4ccncc4
4239075,training set,1,,0,,0,Fc1cc(NC(=O)N2CCC3(CC2)CCN(CC3)C(OC)=O)ccc1
4239076,training set,,1,0,0,,O=C(N1C[C@@]2(CN(c3cc(-c4ccccc4)ccc3)CC2)CCC1)c5n(ccc5)C
4239077,training set,1,1,,1,1,Clc1c(-c2cc3c(ncnc3NCc4cnccc4)cc2)cccc1
4239080,training set,1,0,0,0,,N1(c2ncnc3c2cc(-c4cc(ccc4)C#N)cc3)CCNCC1
4239082,training set,1,,0,0,0,O(CCNc1nc(ncc1)-c2c(cccc2)C)C
4239084,training set,0,0,,0,,S(=O)(=O)(N1CCC2(CN(C2)c3ccncc3)CC1)c4ccccc4
4239085,training set,1,1,,1,1,O1c2c(OC1)ccc(-c3cc4c(ncnc4NCc5ccccc5)cc3)c2
4239086,training set,,0,1,0,,O=C(N1CCC2(CN(c3ccc(cc3)-c4ccccc4)CCC2)CC1)c5ccc(OC)cc5
4239087,training set,0,,0,0,,O=C(N1C[C@@]2(CN(CC2)c3ccccc3)CCC1)COC
4239088,training set,0,0,0,,,O=C(N1CCC2(CC1)CN(CCC2)Cc3ccccc3)c4n(ccc4)C
4239089,training set,1,0,0,1,0,s1c(CNc2nc(ncc2)-c3c(cccc3)CN(C)C)ccc1
4239091,training set,1,,,0,,o1nc(c(-c2nc3c(c(n2)NC)cccc3)c1C)C
4239092,training set,1,1,0,,,s1c(CNc2nc(nc3c2cccc3)-c4c(cccc4)C)ccc1
4239093,training set,,1,,,,O=C(N1CCC2(CN(c3cc(-c4ccccc4)ccc3)CCC2)CC1)COC
4239094,training set,0,0,0,0,,O=C(N1C[C@@]2(CN(CC2)C(=O)Nc3ccccc3)CCC1)c4nccnc4
4239095,training set,1,0,0,0,1,O(c1cc(-c2nc(NCc3ncc(nc3)C)ccn2)ccc1)C
4239097,training set,0,0,0,0,0,O=C(N1CC2(C1)CCN(CC2)C(OC)=O)Nc3cc(ccc3)C#N
4239098,training set,,0,0,0,0,O=C(N1C[C@@]2(CN(CCC2)C(OC)=O)CC1)Nc3ccccc3
4239099,training set,,0,0,1,,O=C(N1CCC2(CCN(C(c3ccccc3)c4ccccc4)CC2)CC1)c5nccnc5
4239103,training set,1,1,,,1,O(c1cc(-c2cc3c(ncnc3NCc4c(OC)cccc4)cc2)ccc1)C
4239105,training set,1,0,0,0,0,s1c(ncc1)CN2CCC3(CCN(C(=O)c4c(onc4C)C)CC3)CC2
4239108,training set,0,0,0,0,,O=C(N1CC2(C1)CCN(CC2)C(=O)c3ccncc3)Nc4ccc(OC)cc4
4239111,training set,0,0,0,0,,FC(F)(F)c1cc(C(=O)N2CCC3(CC2)CN(c4ccccc4)CCC3)cc(c1)C(F)(F)F
4239112,training set,1,1,0,,1,N(c1ncncc1-c2c(cccc2)CN(C)C)c3ccncc3
4239114,training set,1,0,0,,,n1c(N2CCNCC2)c3c(nc1-c4c(cccc4)C)cccc3
4239115,training set,,0,0,1,1,n1c2c(c(nc1)NCc3cc(ccc3)C)cc(-c4c(cccc4)CN(C)C)cc2
4239116,training set,,0,0,0,0,O=C(N1CCC2(CC1)CCNCC2)NC(C)C
4239117,training set,1,1,,1,1,S(=O)(=O)(Nc1cc(-c2nc(NCCc3c4c([nH]c3)ccc(OC)c4)c5c(n2)cccc5)ccc1)C
4239118,training set,0,0,0,,0,O=C(N1CCC2(CN(c3ncccn3)CCC2)CC1)COC
4239124,training set,0,0,,,,O=C(N1CCC2(CN(CCC2)Cc3ccncc3)CC1)c4nccnc4
4239125,training set,0,0,0,0,,Fc1cc(NC(=O)N2C[C@@]3(CN(CCC3)C(=O)COC)CC2)ccc1
4239126,training set,1,1,0,,1,o1cc(-c2nc(NCc3cc(ccc3)C)ccn2)cc1
4239129,training set,,0,0,0,,O1CCN(CCNc2ncnc(-c3c(cccc3)C)c2)CC1
4239130,training set,1,1,0,1,1,o1c(CN(c2nc(ncc2)-c3cc(OC)ccc3)C)ccc1
4239131,training set,0,0,0,0,0,O=C(N1CCC2(CC1)CN(CCC2)C)c3n(ccc3)C
4239132,training set,1,1,0,,1,Fc1ccc(Nc2ncncc2-c3ccc(N(C)C)cc3)cc1
4239134,training set,1,1,0,,1,FC(F)(F)c1c(-c2nc3c(c(n2)NCc4cnccc4)cccc3)cccc1
4239135,training set,1,0,0,0,1,o1cc(-c2nc(N3CCOCC3)c4c(n2)cccc4)cc1
4239136,training set,0,,0,0,0,o1cc(-c2ncnc(N(Cc3occc3)C)c2)cc1
4239137,training set,0,0,0,0,,FC(F)(F)c1cc(C(=O)N2CCC3(CN(C(=O)Nc4ccc(OC)cc4)CCC3)CC2)cc(c1)C(F)(F)F
4239139,training set,1,,1,,1,O=C(N1CCC2(CN(c3ccccc3)CCC2)CC1)c4ccncc4
4239141,training set,,,0,1,,S(=O)(=O)(N1C[C@@]2(CN(C(c3ccccc3)c4ccccc4)CC2)CCC1)C
4239143,training set,,0,0,0,,o1nc(c(C(=O)N2C[C@@]3(CN(CC3)C(=O)Nc4ccccc4)CCC2)c1C)C
4239144,training set,,0,0,0,1,O=C(N1CCC2(CC1)CCN(CC2)C(=O)Nc3cc(ccc3)C#N)c4ccc(OC)cc4
4239145,training set,1,1,0,,1,N(c1ncncc1-c2c(cccc2)C)c3ccccc3
4239146,training set,,,0,1,1,FC(F)(F)c1c(-c2cc3c(ncnc3NCCN4CCOCC4)cc2)cccc1
4239147,training set,0,,0,0,1,O(c1c(-c2c(ncnc2)NCCNC(=O)C)cccc1)C
4239148,training set,0,0,0,0,,O=C(N1CC2(C1)CCN(CC2)C(=O)c3ccc(OC)cc3)Nc4ccc(OC)cc4
4239149,training set,1,0,,1,1,O=C(NCCNc1nc(nc2c1cccc2)-c3c(cccc3)C)C
4239150,training set,0,,0,1,1,s1nnc(C(=O)N2C[C@@]3(CN(Cc4cc(C(F)(F)F)cc(c4)C(F)(F)F)CC3)CCC2)c1
4239154,training set,0,0,,0,0,O=C(N1CCC2(CCN(CC2)c3ccncc3)CC1)C
4239155,training set,1,1,0,1,1,O(c1c(-c2nc3c(c(n2)NCCc4[nH]cnc4)cccc3)cccc1)C
4239156,training set,1,0,0,,,O(c1c(-c2nc3c(c(n2)NCCN4CCOCC4)cccc3)cccc1)C
4239157,training set,1,,0,1,1,O1c2c(OC1)ccc(-c3cc4c(N5CCNCC5)ncnc4cc3)c2
4239158,training set,1,,,,1,O(c1c(CNc2ncnc3c2cc(-c4c(cccc4)C#N)cc3)cccc1)C
4239159,training set,1,1,,,1,O(c1cc2c([nH]cc2CCNc3ncnc(-c4cc(OC)ccc4)c3)cc1)C
4239161,training set,1,1,0,1,1,O(c1c(-c2nc(NCc3c(OC)cc(OC)cc3)c4c(n2)cccc4)cccc1)C
4239164,training set,1,1,,0,,s1c(ncc1)CN2CCC3(CCN(C(=O)c4cc(F)ccc4)CC3)CC2
4239165,training set,1,,0,,,N1(c2ncnc3c2cc(-c4ccc(N(C)C)cc4)cc3)CCNCC1
4239166,training set,,0,0,0,1,s1c(ncc1)CN2C[C@@]3(CN(C(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)CCC3)CC2
4239167,training set,,,0,0,,O=C(N(C)C)c1ccc(-c2nc(Nc3ccncc3)c4c(n2)cccc4)cc1
4239168,training set,0,,0,,,s1c(ncc1)CN2CC3(CCN(CC3)C(=O)C)CCC2
4239169,training set,0,,0,,,o1c(C(=O)N2CCC3(CC2)CCN(CC3)c4ncccc4)ccc1
4239170,training set,1,1,,,1,o1nc(c(-c2nc(-n3cncc3)ccn2)c1C)C
4239172,training set,,0,0,,0,S(=O)(=O)(N1CCC2(CN(C2)Cc3c(OC)cccc3)CC1)C
4239175,training set,1,,0,1,1,O1c2c(OC1)ccc(-c3nc(N4CCN(CC4)C)c5c(n3)cccc5)c2
4239176,training set,,0,0,0,,O=C(N1CCC2(CN(C2)c3cc(-c4ccccc4)ccc3)CC1)c5ccc(OC)cc5
4239177,training set,1,0,,0,,n1c(Nc2ccncc2)c3c(nc1-c4cc(ccc4)C#N)cccc3
4239178,training set,1,,0,,1,o1cc(-c2ncnc(NCc3c(OC)cccc3)c2)cc1
4239179,training set,,,,0,,FC(F)(F)c1c(-c2ncnc(NCc3ncc(nc3)C)c2)cccc1
4239181,training set,1,0,0,0,,O=C(N1CCC2(CN(C(=O)Nc3ccccc3)CCC2)CC1)c4n(ccc4)C
4239182,training set,0,0,0,0,,O=C(N1C[C@@]2(CN(CC2)C)CCC1)c3n(ccc3)C
4239186,training set,0,0,0,0,0,s1nnc(C(=O)N2CCC3(CC2)CN(CCC3)C)c1
4239187,training set,1,0,0,0,,o1cc(-c2nc(N3CCNCC3)c4c(n2)cccc4)cc1
4239188,training set,,0,0,,,Fc1cc(C(=O)N2C[C@@]3(CN(CC3)c4ncccn4)CCC2)ccc1
4239189,training set,0,0,,,0,O(CCNc1ncnc(-c2c(cccc2)CN(C)C)c1)C
4239190,training set,,,,0,0,o1nc(c(C(=O)N2CCC3(CN(CCC3)C(=O)NC(C)C)CC2)c1C)C
4239191,training set,1,,0,0,0,O1CCN(c2nc(nc3c2cccc3)-c4ccc(cc4)C(=O)N(C)C)CC1
4239192,training set,1,0,0,1,,O1c2c(OC1)ccc(-c3nc(N4CCNCC4)c5c(n3)cccc5)c2
4239193,training set,1,,0,,1,O(c1cc(-c2cc3c(N4CCN(CC4)C)ncnc3cc2)ccc1)C
4239194,training set,0,0,0,1,0,s1nnc(C(=O)N2CCC3(CN(C3)CC(C)C)CC2)c1
4239196,training set,0,,,,0,o1nc(c(C(=O)N2CCC3(CC2)CN(CCC3)CC(C)C)c1C)C
4239201,training set,,,,0,1,Fc1cc(NC(=O)N2CC3(CCN(CC3)C(Oc4ccccc4)=O)CCC2)ccc1
4239202,training set,,1,0,0,,FC(F)(F)c1c(-c2ncnc(NCCOC)c2)cccc1
4239207,training set,0,0,0,0,1,Fc1cc(NC(=O)N2C[C@@]3(CN(C(=O)c4nccnc4)CCC3)CC2)ccc1
4239208,training set,,0,0,0,,Fc1cc(NC(=O)N2CC3(C2)CCN(CC3)C(Oc4ccccc4)=O)ccc1
4239209,training set,0,,,0,0,S(=O)(=O)(N1CCC2(CN(C2)c3ccncc3)CC1)C
4239210,training set,,0,0,,,n1c(NC2CCNCC2)c3c(nc1-c4ccc(N(C)C)cc4)cccc3
4239212,training set,,,0,,,FC(F)(F)c1cc(C(=O)N2CCC3(CN(c4ncccn4)CCC3)CC2)cc(c1)C(F)(F)F
4239213,training set,0,,0,0,0,o1nc(c(C(=O)N2CCC3(CC2)CCN(CC3)c4ncccc4)c1C)C
4239215,training set,0,0,0,,,o1nc(c(C(=O)N2C[C@@]3(CN(CC3)c4ncccc4)CCC2)c1C)C
4239216,training set,0,0,0,,,N1(c2ncccn2)CCC3(CC1)CCNCC3
4239217,training set,,0,0,0,,Fc1cc(C(=O)N2CCC3(CC2)CCN(CC3)C(=O)Nc4ccccc4)ccc1
4239218,training set,1,1,0,1,1,O1c2c(OC1)ccc(-c3nc4c(c(n3)NC)cccc4)c2
4239219,training set,1,,0,0,,O=C(NCCNc1ncnc2c1cc(-c3c(cccc3)C#N)cc2)C
4239220,training set,1,1,0,,1,Clc1c(-c2nc(NCc3ccccc3)ccn2)cccc1
4239222,training set,1,1,0,1,1,O(c1c(CNc2ncnc(-c3cc(OC)ccc3)c2)ccc(OC)c1)C
4239223,training set,0,0,0,0,0,o1nc(c(C(=O)N2CCC3(CN(c4ncccn4)CCC3)CC2)c1C)C
4239224,training set,1,,0,1,1,O1c2c(OC1)ccc(-c3cc4c(ncnc4NCCN5CCOCC5)cc3)c2
4239226,training set,0,0,0,1,,O=C(N1CCC2(CN(C2)C(c3ccccc3)c4ccccc4)CC1)COC
4239227,training set,,,,0,,FC(F)(F)c1cc(C(=O)N2CCC3(CN(C3)Cc4ccncc4)CC2)cc(c1)C(F)(F)F
4239228,training set,0,0,0,,,Fc1cc(C(=O)N2CCC3(CC2)CCN(c4ccc(cc4)-c5ccccc5)CC3)ccc1
4239230,training set,1,0,0,,,FC(F)(F)c1c(-c2nc(N3CCN(CC3)C)c4c(n2)cccc4)cccc1
4239231,training set,0,1,,0,,O=C(N1CCC2(CN(C2)c3ccncc3)CC1)c4ccncc4
4239233,training set,0,0,0,,,O=C(N1C[C@@]2(CN(CC2)C(=O)Nc3ccc(OC)cc3)CCC1)c4nccnc4
4239236,training set,0,0,0,0,0,O=C(N1CCC2(CCN(CC2)c3ccccc3)CC1)C
4239237,training set,,0,0,0,,o1cc(-c2ncnc(NCc3cnccc3)c2)cc1
4239238,training set,1,1,,1,1,o1cc(-c2cc3c(ncnc3NCc4cc(ccc4)C)cc2)cc1
4239239,training set,,0,0,0,,n1c(nc2c(c1NC3CCNCC3)cccc2)-c4c(cccc4)CN(C)C
4239240,training set,,0,0,,0,n1c(nccc1NCc2ncc(nc2)C)-c3c(cccc3)CN(C)C
4239242,training set,0,0,0,0,0,O=C(N1CC2(CCN(CC2)C(=O)COC)CCC1)Nc3cc(ccc3)C#N
4239243,training set,,0,,0,,o1c(C(=O)N2CCC3(CN(C(=O)Nc4ccccc4)CCC3)CC2)ccc1
4239244,training set,0,0,0,0,,Fc1cc(C(=O)N2CCC3(CN(C3)c4ncccn4)CC2)ccc1
4239246,training set,1,,0,,,s1c(CNc2ncnc(-c3c(onc3C)C)c2)ccc1
4239247,training set,0,0,0,,0,o1c(C(=O)N2CCC3(CC2)CCN(CC3)c4ccccc4)ccc1
4239248,training set,1,1,0,1,1,O(c1cc2c([nH]cc2CCNc3ncnc(-c4c(cccc4)C)c3)cc1)C
4239249,training set,1,1,0,,1,o1nc(c(-c2nc3c(c(n2)NCCN4CCOCC4)cccc3)c1C)C
4239250,training set,1,1,0,,1,n1c(-c2c(cccc2)C)cc(nc1)NCc3cc(ccc3)C
4239251,training set,1,0,0,,1,O(c1c(-c2nc(NC3CC3)c4c(n2)cccc4)cccc1)C
4239254,training set,,0,0,0,,n1c(nccc1NCc2ncc(nc2)C)-c3c(cccc3)C
4239255,training set,0,0,0,0,,s1nnc(C(=O)N2CCC3(CN(C(=O)Nc4cc(ccc4)C#N)CCC3)CC2)c1
4239256,training set,1,,0,,1,s1c(CNc2ncnc(-c3cc(OC)ccc3)c2)ccc1
4239259,training set,,,0,0,,O(C(=O)N1CCC2(CN(C2)c3ccccc3)CC1)c4ccccc4
4239261,training set,1,0,,,,o1cc(-c2cc3c(ncnc3NCc4ccccc4)cc2)cc1
4239262,training set,0,0,0,0,,s1c(ncc1)CN2CCC3(CCN(CC3)C(OC)=O)CC2
4239263,training set,,,0,,,S(=O)(=O)(N1C[C@@]2(CN(CC2)C(=O)Nc3cc(F)ccc3)CCC1)c4ccccc4
4239264,training set,1,,0,1,1,Fc1ccc(Nc2ncncc2-c3c(cccc3)CN(C)C)cc1
4239265,training set,0,0,0,,,O=C(N1C[C@@]2(CN(CC2)Cc3ccccc3)CCC1)c4nccnc4
4239266,training set,1,,0,,1,S(=O)(=O)(Nc1cc(-c2nc(NCc3c(OC)cccc3)ccn2)ccc1)C
4239268,training set,0,,0,0,,O=C(N1CCC2(CN(c3ccccc3)CCC2)CC1)C
4239269,training set,0,,,0,,Fc1cc(C(=O)N2C[C@@]3(CN(CC3)C(=O)Nc4cc(ccc4)C#N)CCC2)ccc1
4239270,training set,1,,0,,1,n1c(-c2cnccc2)cc(nc1)NCc3cc(ccc3)C
4239271,training set,,,,0,1,O=C(N1CCC2(CN(c3cc(-c4ccccc4)ccc3)CCC2)CC1)c5nccnc5
4239273,training set,1,1,,,1,Fc1ccc(Nc2nc(ncc2)-c3ccc(N(C)C)cc3)cc1
4239274,training set,1,,0,,0,FC(F)(F)c1c(-c2nc3c(c(n2)NC)cccc3)cccc1
4239275,training set,0,0,0,,0,n1c2c(c(nc1)NC3CCNCC3)cc(-c4c(cccc4)CN(C)C)cc2
4239276,training set,0,0,0,0,0,O=C(N1CCC2(CN(C2)c3ccccc3)CC1)COC
4239277,training set,0,0,0,,,FC(F)(F)c1cc(C(F)(F)F)cc(CN2C[C@]3(CC2)CN(CCC3)C(=O)COC)c1
4239278,training set,1,0,0,,,Fc1ccc(Nc2nc(ncc2)-c3c(cccc3)CN(C)C)cc1
