ID;Canonical_Smiles;hlm_clearance[mL.min-1.g-1];rlm_clearance[mL.min-1.g-1];mlm_clearance[mL.min-1.g-1];caco2_PAPP[10^-7cm/s];Set_hlm;Set_rlm;Set_mlm;Set_caco
CHEMBL2177304;CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)C#CC5CC5;;;;120;;;;Train
CHEMBL2177904;NC1=N[C@](c2ccncc2)(c3cccc(c3)c4cncnc4)c5cccc(F)c15;;;;220;;;;Train
CHEMBL2177909;NC1=N[C@](c2ccnc(c2)C(F)(F)F)(c3ccc(F)c(c3)c4cncnc4)c5cccc(F)c15;;;;300;;;;Test
CHEMBL2177905;NC1=NC(c2ccncc2)(c3cccc(c3)c4cncc(F)c4)c5cccc(F)c15;;;;240;;;;Train
CHEMBL2177918;COc1c(C)cc(cc1C#N)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5;;;;230;;;;Ext
CHEMBL2177913;NC1=N[C@@](c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)F)c5cccc(F)c15;;;;340;;;;Train
CHEMBL2177910;Cc1cc(cc(C)n1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5;;;;190;;;;Train
CHEMBL2177920;CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5;;;;37;;;;Test
CHEMBL2177308;NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)(F)F)c5ccccc15;;;;1,3;;;;Train
CHEMBL2177907;NC1=NC(c2cccc(c2)c3cncc(c3)C#N)(c4ccnc(c4)C(F)(F)F)c5cccc(F)c15;;;;160;;;;Train
CHEMBL2177915;CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(N)c4c(F)cccc34)c5ccnc(c5)C(F)F;;;;47;;;;Ext
CHEMBL2177303;CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cc(F)cc23)c4cccc(c4)c5cncc(c5)C#CC;;;;89;;;;Train
CHEMBL2177917;COc1c(C)cc(nc1C)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5;;;;330;;;;Ext
CHEMBL2178718;CN1C(=N[C@]2(CN(C[C@H]2C1=O)c3ncc(F)cn3)c4cc(cs4)c5cccc(c5)C#N)N;;;;151;;;;Train
CHEMBL2178936;NC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3cncc(n3)C(=O)N;;;;130;;;;Train
CHEMBL2178934;NC(=O)c1cncc(n1)c2ccc(cc2)[C@@H]3CC[C@@H](CCO)CC3;;;;380;;;;Test
CHEMBL2178951;Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3)C(=O)N;;;;350;;;;Test
CHEMBL2178937;Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)NC(C)(C)C(=O)O)CC3;;;;7,1;;;;Train
CHEMBL2178952;NC(=O)c1cncc(n1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3;;;;290;;;;Train
CHEMBL2178939;Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)NS(=O)(=O)C)CC3;;;;20;;;;Train
CHEMBL2180299;ONC(=O)CCC1=CCN(Cc2ccc(F)cc2)C1=O;;;;78;;;;Test
CHEMBL2204343;O[Si]1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3;;;;198;;;;Train
CHEMBL403789;O=C(COc1ccc(cc1)C23CC4CC(CC(C4)C2)C3)Nc5cc(ccn5)C(=O)NCCCn6ccnc6;;;;229;;;;Train
CHEMBL560895;CC1(C)CC(=O)c2c(C1)n(nc2C(F)(F)F)c3ccc(C(=O)N)c(N[C@@H]4CC[C@@H](O)CC4)c3;;;;11;;;;Train
CHEMBL252164;CCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3;;;;19;;;;Train
CHEMBL1230584;COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc23)c1C;;;;347;;;;Train
CHEMBL467399;COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C;;;;200;;;;Ext
CHEMBL2204471;Cc1c(C2=NN(Cc3ccc(F)cc3F)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O;;;;21;;;;Train
CHEMBL2204469;Cc1c(CC2=NN(Cc3ccc(F)cc3F)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O;;;;71;;;;Train
CHEMBL2204483;Cc1c(C2=NN(Cc3ccccc3)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O;;;;5;;;;Test
CHEMBL2205146;Cc1c(CC2=NN(Cc3ccccc3)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O;;;;43;;;;Train
CHEMBL2297451;Oc1ccc2Oc3ccccc3C(=O)c2c1O;;;;152;;;;Test
CHEMBL446323;Oc1ccc2C(=O)c3ccccc3Oc2c1O;;;;194;;;;Ext
CHEMBL2387036;CC1(C)CCc2cc3C(=O)c4ccccc4Oc3c(O)c2O1;;;;142;;;;Train
CHEMBL2297450;COc1cc(ccc1O)C2Oc3ccc4C(=O)c5ccccc5Oc4c3OC2CO;;;;144;;;;Test
CHEMBL2296321;COc1ccc2OCC3(C(=O)N(Cc4oc(cc4)C(F)(F)F)c5ccccc35)c2n1;;;;89,5;;;;Train
CHEMBL2312142;COc1cc(Nc2cc(ccn2)c3cccc(c3)C#N)ccc1N4CCN(C)CC4;;;;151;;;;Train
CHEMBL2312140;COc1cc(Nc2ncc(Cl)c(n2)c3cccc(CC#N)c3)ccc1N4CCN(C)CC4;;;;78,5;;;;Train
CHEMBL2312141;COc1cc(Nc2cc(ccn2)c3cccc(CC#N)c3)ccc1N4CCN(C)CC4;;;;198;;;;Train
CHEMBL2313470;COc1cc(Sc2c([nH]c3ccccc23)c4cccnc4)cc(OC)c1OC;;;;59,45;;;;Train
CHEMBL2313790;COc1cc(Sc2c([nH]c3ccccc23)n4ccnc4)cc(OC)c1OC;;;;57,65;;;;Train
CHEMBL2313472;COc1cc(Sc2c([nH]c3ccccc23)c4ccncc4)cc(OC)c1OC;;;;49,35;;;;Train
CHEMBL2313792;COc1cc(Sc2c([nH]c3ccccc23)n4cncn4)cc(OC)c1OC;;;;132,85;;;;Train
CHEMBL2315112;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCc4nccs4;;;;290;;;;Train
CHEMBL2315137;Fc1cccc(C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4)c1C(F)(F)F;;;;200;;;;Train
CHEMBL2315095;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCCC4CC4;;;;320;;;;Train
CHEMBL2315130;Fc1ccc(c(c1)C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4)C(F)(F)F;;;;300;;;;Train
CHEMBL2315099;CCCCCNC(=O)c1ccc(nn1)N2CCN(CC2)C(=O)c3ccccc3C(F)(F)F;;;;220;;;;Train
CHEMBL2315102;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)Nc4ccc(Cl)cc4;;;;20;;;;Train
CHEMBL2315110;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)Nc4nc5ccccc5[nH]4;;;;250;;;;Train
CHEMBL602933;O[C@H](CNC(=O)c1ccc(nn1)N2CCN(CC2)C(=O)c3ccccc3C(F)(F)F)c4ccccc4;;;;230;;;;Test
CHEMBL2315115;Cc1oc(CNC(=O)c2ccc(nn2)N3CCN(CC3)C(=O)c4ccccc4C(F)(F)F)cc1;;;;250;;;;Train
CHEMBL229212;CC(C)CCNC(=O)c1ccc(nn1)N2CCN(CC2)C(=O)c3ccccc3C(F)(F)F;;;;250;;;;Train
CHEMBL2315103;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)Nc4ccccc4;;;;130;;;;Train
CHEMBL2315412;Fc1ccc(C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4)c(c1)C(F)(F)F;;;;220;;;;Train
CHEMBL2315100;CCCCCCNC(=O)c1ccc(nn1)N2CCN(CC2)C(=O)c3ccccc3C(F)(F)F;;;;200;;;;Ext
CHEMBL572098;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4;;;;240;;;;Train
CHEMBL591796;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCc4ccccc4;;;;160;;;;Train
CHEMBL2315096;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCCCC4CC4;;;;130;;;;Train
CHEMBL2315107;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCC(=O)c4ccccc4;;;;220;;;;Train
CHEMBL600886;O[C@@H](CNC(=O)c1ccc(nn1)N2CCN(CC2)C(=O)c3ccccc3C(F)(F)F)c4ccccc4;;;;220;;;;Train
CHEMBL2315132;FC(F)(F)c1ccc(Cl)cc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4;;;;320;;;;Train
CHEMBL2315129;Fc1ccc(Cl)c(c1)C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4;;;;280;;;;Test
CHEMBL2315116;FC(F)(F)c1oc(CNC(=O)c2ccc(nn2)N3CCN(CC3)C(=O)c4ccccc4C(F)(F)F)cc1;;;;180;;;;Train
CHEMBL2315104;FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCc4ccccc4;;;;340;;;;Train
CHEMBL2315124;Cc1oc(c(c1)C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCC4CC4)C(F)(F)F;;;;210;;;;Train
CHEMBL2311578;Cc1cc(OCc2nnc(SC3CCCC3)n2c4cccnc4)ccc1c5ccc(cc5)S(=O)(=O)C;;;;216;;;;Train
CHEMBL2316381;FC(F)(F)CCS(=O)(=O)Oc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5;;;;210;;;;Train
CHEMBL2316386;CS(=O)Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC3CCC3)c4ccccc14;;;;260;;;;Train
CHEMBL2316377;COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCC5;;;;9,6;;;;Train
CHEMBL2316382;COc1ccc(NC(=O)c2ccc(CS(=O)C)c3ccccc23)c(n1)C(=O)NCC4CCOCC4;;;;350;;;;Ext
CHEMBL2316379;O=C(NCC1CCOCC1)c2ncccc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;;;;430;;;;Train
CHEMBL2316376;COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCCCC5;;;;1,9;;;;Train
CHEMBL2316378;COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5;;;;470;;;;Train
CHEMBL2316380;O=C(NCC1CCC1)c2nccnc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;;;;500;;;;Train
CHEMBL2326175;CN1CCC(CC1)c2cn(c3ccc(F)cc3)c4ccc(cc24)c5ncn(C)n5;;;;180;;;;Train
CHEMBL328187;Cn1cc(nn1)c2ccc3c(c2)c(cn3c4ccc(F)cc4)C5CCN(CCN6CCNC6=O)CC5;;;;50;;;;Train
CHEMBL31354;COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2;;;;380;;;;Train
CHEMBL503999;Clc1ccc(\C=C\2/CN(C\C(=C/c3ccc(Cl)cc3)\C2=O)C(=O)c4ccc(OCCN5CCOCC5)cc4)cc1;;;;12;;;;Train
CHEMBL2325706;CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5;;;;2;;;;Test
CHEMBL2325705;CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5;;;;280;;;;Train
CHEMBL2325703;CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C;;;;160;;;;Train
CHEMBL311761;Oc1cc(on1)C2CCNCC2;;;;0,1;;;;Train
CHEMBL877;NC[C@@H]1CC[C@H](CC1)C(=O)O;;;;78,3;;;;Train
CHEMBL2323805;CCCCCCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O;;;;146,7;;;;Train
CHEMBL575569;CCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O;;;;37,85;;;;Train
CHEMBL2323802;CC(C)OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O;;;;46,25;;;;Train
CHEMBL2323803;CCCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O;;;;4,3;;;;Train
CHEMBL8;OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O;;;;18,38;;;;Test
CHEMBL2325479;CN(Cc1cc(O)[nH]n1)c2cc(Cl)cc(Cl)c2;;;;22;;;;Train
CHEMBL2325478;Oc1cc(CNc2cc(Cl)cc(Cl)c2)n[nH]1;;;;6;;;;Train
CHEMBL2338105;COc1cc2CCN(Cc3oc(cc3)c4ccc5ccccc5c4)Cc2cc1OC;;;;3,3;;;;Train
CHEMBL2331623;COc1cc2CCN(Cc3csc(n3)c4ccc5cc(Br)ccc5c4)Cc2cc1OC;;;;5,9;;;;Test
CHEMBL2338108;COc1cc2CCN(Cc3coc(n3)c4ccc5cc(F)ccc5c4)Cc2cc1OC;;;;0,82;;;;Train
CHEMBL2338111;COc1cc2CCN(Cc3coc(n3)c4ccc5cc(O)ccc5c4)Cc2cc1OC;;;;1,57;;;;Test
CHEMBL2338106;COc1ccc2cc(ccc2c1)c3oc(CN4CCc5cc(OC)c(OC)cc5C4)cc3;;;;4,08;;;;Train
CHEMBL2338109;COc1cc2CCN(Cc3coc(n3)c4ccc5cc(Br)ccc5c4)Cc2cc1OC;;;;3,2;;;;Train
CHEMBL2338107;COc1cc2CCN(Cc3coc(n3)c4ccc5ccccc5c4)Cc2cc1OC;;;;0,38;;;;Train
CHEMBL2338110;COc1ccc2cc(ccc2c1)c3occ(CN4CCc5cc(OC)c(OC)cc5C4)n3;;;;3,8;;;;Train
CHEMBL2338112;COc1cc2CCN(Cc3csc(n3)c4ccc5ccccc5c4)Cc2cc1OC;;;;23,7;;;;Train
CHEMBL2338489;COc1ccc2cc(ccc2c1)c3nc(CN4CCc5cc(OC)c(OC)cc5C4)cs3;;;;6;;;;Train
CHEMBL2338113;COc1cc2CCN(Cc3csc(n3)c4ccc5cc(F)ccc5c4)Cc2cc1OC;;;;9,5;;;;Test
CHEMBL2338347;CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO;;;;33,6;;;;Train
CHEMBL2338351;CN1CCc2c(C1)cccc2C(=O)NCC3(CCCCC3)N4CCN(CC4)c5ccccc5;;;;110;;;;Ext
CHEMBL2332731;CC(C)COC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;325;;;;Test
CHEMBL2332729;CCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;271;;;;Train
CHEMBL2332732;COCCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;499;;;;Train
CHEMBL2332733;COCCCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;228;;;;Train
CHEMBL2332736;CN1C(=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)OCC(O)CO)cc2)C(F)(F)F)C;;;;18;;;;Train
CHEMBL2332742;CN1C(=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C(F)(F)F)C;;;;1,4;;;;Train
CHEMBL2332734;CN(C)C(=O)COC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;63;;;;Test
CHEMBL2332721;CN1C(=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)OCCCN4CCOCC4)cc2)C(F)(F)F)C;;;;165;;;;Train
CHEMBL2332720;CCN(CC)CCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;96;;;;Train
CHEMBL2332719;CN1C(=CC(=C(C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)OCCN4CCOCC4)cc2)C(F)(F)F)C;;;;162;;;;Train
CHEMBL2332722;CC(OC(=O)C)OC(=O)[C@H](Cc1ccc(cc1)C2=C(C=C(C)N(C)C2=O)C(F)(F)F)NC(=O)c3c(Cl)cccc3Cl;;;;275;;;;Test
CHEMBL2333173;CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)C;;;;7,7;;;;Train
CHEMBL2333168;CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C;;;;13,3;;;;Train
CHEMBL2332755;CCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C)N(C)C(=O)N(C)C2=O)NC(=O)c3c(F)cccc3F;;;;269;;;;Train
CHEMBL2333170;CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(C)cccc3Cl)C(=O)O)cc2)C;;;;29;;;;Train
CHEMBL2332754;CCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C)N(C)C(=O)N(C)C2=O)NC(=O)c3c(C)cccc3Cl;;;;347;;;;Train
CHEMBL2332756;CC(OC(=O)C)OC(=O)[C@H](Cc1ccc(cc1)C2=C(C)N(C)C(=O)N(C)C2=O)NC(=O)c3c(F)cccc3F;;;;120;;;;Train
CHEMBL2332753;CCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C)N(C)C(=O)N(C)C2=O)NC(=O)c3c(Cl)cccc3Cl;;;;183;;;;Train
CHEMBL2333602;CCCCn1c(cn2c3C(=O)NC(=O)N(C)c3nc12)c4cc(ccc4C)c5cccc6[nH]ncc56;;;;80,2;;;;Train
CHEMBL2333603;CCCCn1c(cn2c3C(=O)NC(=O)N(C)c3nc12)c4ccccc4C;;;;427;;;;Train
CHEMBL271967;CCCCn1c(cn2c3C(=O)NC(=O)N(C)c3nc12)c4ccccc4;;;;425;;;;Train
CHEMBL577156;COc1ccccc1n2c(cn3c4C(=O)NC(=O)N(C)c4nc23)c5ccccc5;;;;323;;;;Train
CHEMBL566515;COc1ccccc1n2c(cn3c4C(=O)NC(=O)N(C)c4nc23)c5cc(O)ccc5C;;;;31,3;;;;Test
CHEMBL2348780;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO;;;;112;;;;Train
CHEMBL2349184;CC(C)C[C@H](CO)Nc1nc(nc2nc(O)sc12)S(=O)(=O)Cc3ccccc3;;;;10;;;;Ext
CHEMBL2376391;CN1CCc2cc(ccc2C1)c3ccc4oc5C(=NC(=O)N(CCN6CCCC6C(=O)N)c5c4c3)c7ccccc7;;;;1,7;;;;Train
CHEMBL2376403;CCNCC(=O)Nc1ccc(cc1)C2=NC(=O)N(CCOC)c3c2oc4ccc(cc34)c5ccc6CN(C)CCc6c5;;;;1;;;;Test
CHEMBL2376390;CN1CCc2cc(ccc2C1)c3ccc4oc5C(=NC(=O)N(CCN6CCC(F)(F)C6)c5c4c3)c7ccccc7;;;;5,5;;;;Train
CHEMBL2380450;COc1ccc(cc1)C2(N=C(N)c3nc(C)sc23)c4cccc(c4)c5cncnc5;;;;180;;;;Train
CHEMBL2380443;COc1cccc(c1)c2cccc(c2)C3(C)OCCC(=N3)N;;;;130;;;;Train
CHEMBL2380455;COc1ccc(cc1)C2(SCC(=N2)N)c3cccc(c3)c4cccnc4;;;;190;;;;Test
CHEMBL2380438;CC1(Oc2ccccc2C(=N1)N)c3cccc(c3)c4cccnc4;;;;170;;;;Train
CHEMBL2380440;CC1(Oc2cccc(F)c2C(=N1)N)c3cccc(c3)c4cncnc4;;;;390;;;;Train
CHEMBL2380447;COc1cccc(c1)c2cccc(c2)C3(C)COCC(=N3)N;;;;200;;;;Ext
CHEMBL2380445;CC1(SCCC(=N1)N)c2cccc(c2)c3cncnc3;;;;210;;;;Train
CHEMBL2380444;CC1(OCCC(=N1)N)c2cccc(c2)c3cccc(Cl)c3;;;;21;;;;Train
CHEMBL2380457;COc1cccc(c1)c2cccc(c2)C3(C)N=C(N)CN3C(=O)C;;;;160;;;;Train
CHEMBL2380456;COc1cccc(c1)c2cccc(c2)C3(SCC(=N3)N)c4ccncc4;;;;180;;;;Train
CHEMBL2380448;COc1cccc(c1)c2cccc(c2)C3(C)CSCC(=N3)N;;;;73;;;;Train
CHEMBL2380446;COc1cccc(c1)c2cccc(c2)C3(C)SCCC(=N3)N;;;;52;;;;Ext
CHEMBL2380451;COc1ccc(cc1)C2(N=C(N)n3nc(C)cc23)c4cccc(c4)c5cncnc5;;;;300;;;;Train
CHEMBL2380442;CC1(Sc2ccccc2C(=N1)N)c3cccc(c3)c4cncnc4;;;;390;;;;Train
CHEMBL2380454;COc1cccc(c1)c2cccc(c2)C3(C)SCC(=N3)N;;;;150;;;;Train
CHEMBL2380441;CC1(Oc2cccc(F)c2C(=N1)N)c3cccc(c3)c4cccnc4;;;;230;;;;Ext
CHEMBL2380461;CC1(Oc2ccccc2C(=N1)N)c3cccc(c3)c4cncnc4;;;;310;;;;Train
CHEMBL2387691;Cc1nn(c(C)c1CC(=O)O)c2cccc(NC(=O)[C@H]3C[C@@H]3c4ccccc4)c2;;;;30;;;;Train
CHEMBL2387692;Cc1c(CC(=O)O)c(nn1Cc2ccccc2S(=O)(=O)c3ccccc3)c4ccccc4;;;;130;;;;Train
CHEMBL2391167;CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4cc(F)ccc4C)c(C)c3;;;;91,9;;;;Ext
CHEMBL2391166;CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4ccccc4F)c(C)c3;;;;92,4;;;;Ext
CHEMBL2391331;CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4ccc5cc[nH]c5c4)c(C)c3;;;;78,1;;;;Train
CHEMBL2391329;CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4cn[nH]c4)c(C)c3;;;;3,5;;;;Train
CHEMBL2391330;CC1CCCN1C2CCN(C2)c3ccc(NC(=O)c4cc(C)[nH]n4)cc3;;;;91,9;;;;Test
CHEMBL2396705;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)N)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N;;;;23,1;;;;Train
CHEMBL1007;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N;;;;3,98;;;;Train
CHEMBL2396709;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N;;;;26,5;;;;Train
CHEMBL2396707;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)N)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N7CCC[C@H]7C(=O)NCC(=O)N;;;;7,6;;;;Train
CHEMBL2396706;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)N)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N;;;;16,2;;;;Train
CHEMBL2396710;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N;;;;10,8;;;;Train
CHEMBL2396711;CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4c[nH]cn4)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N7CCC[C@H]7C(=O)NCC(=O)N;;;;28,7;;;;Train
CHEMBL2402251;CCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)s3)c(Cl)c1;;;;1,1;;;;Train
CHEMBL2402254;CCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(F)cc3)c(Cl)c1;;;;5,4;;;;Train
CHEMBL2402260;CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)NC(=O)NS(=O)(=O)c3ccc(Cl)s3;;;;69;;;;Train
