,SID,group,label_1a2,label_2c19,label_2c9,label_2d6,label_3a4,smiles,scaffold
4388,4253530,training set,0.0,0.0,0.0,0.0,0.0,O=C1N(C(=O)c2c1cccc2)[C@@H](Cc3cc(N(=O)=O)c(O)cc3)C(=O)O,O=C1c2ccccc2C(=O)N1CCc1ccccc1
4389,4253531,training set,,0.0,0.0,0.0,0.0,n1c2c([nH]c1)ncnc2NCC=C(C)C,c1ncc2nc[nH]c2n1
4390,4253532,training set,,,,0.0,0.0,Sc1nnc(O)nc1O,c1cnncn1
4391,4253535,training set,0.0,0.0,0.0,,0.0,O=C1c2[nH]c3c(c2C[C@@H]4N(C[C@@H]([C@H]([C@H]4C(OC)=O)C1)CC)C)cccc3,O=C1C[C@@H]2CCN[C@@H](Cc3c1[nH]c1ccccc31)C2
4392,4253536,training set,1.0,0.0,0.0,0.0,0.0,Clc1c2[nH]c3nc4c(nc3c2cc(Cl)c1)cc(c(c4)C)C,c1ccc2nc3c(nc2c1)[nH]c1ccccc13
4393,4253537,training set,0.0,0.0,0.0,0.0,0.0,S(SCCN(C)C)(=O)(=O)O,
4394,4253538,training set,,0.0,0.0,0.0,0.0,S(=O)(=O)(NC)c1c(C(=N)c2ccccc2)cccc1,N=C(c1ccccc1)c1ccccc1
4395,4253539,training set,0.0,0.0,0.0,0.0,0.0,O1[C@@H](n2c3nc(nc(O)c3nc2)N)[C@@H](O)[C@H](O)[C@H]1CN,c1ncc2ncn([C@H]3CCCO3)c2n1
4396,4253542,training set,,0.0,0.0,0.0,0.0,S(=O)(=O)(N(CCC(=O)O)C)c1ccccc1,c1ccccc1
4397,4253543,training set,,0.0,0.0,0.0,0.0,O1c2c(OC1)ccc(c2)CN3[C@@H](CCC3)C(=O)O,c1cc2c(cc1CN1CCCC1)OCO2
4398,4253544,training set,,0.0,,1.0,0.0,s1c2c(c(C(=O)CCN3CCCCC3)c1)cccc2,O=C(CCN1CCCCC1)c1csc2ccccc12
4399,4253545,training set,,,0.0,0.0,,O=C1[C@]2([C@@H]([C@H](N3CC3)C[C@@H]2[C@H]4CC[C@@H]5[C@@]([C@@H]4C1)(CC[C@@H](C5)OC(=O)C)C)C(=O)C)C,O=C1C[C@H]2C3CCCC[C@@H]3CC[C@@H]2[C@H]2C[C@@H](N3CC3)CC12
4400,4253547,training set,,0.0,0.0,0.0,0.0,Oc1nc(O)nc2nc3c(cc21)cc(c(c3)C)C,c1ccc2nc3ncncc3cc2c1
4401,4253549,training set,,0.0,0.0,0.0,0.0,Oc1c(c2c(C(CCC2(C)C)(C)C)cc1)Cc3c4c(C(CCC4(C)C)(C)C)ccc3O,c1cc2c(c(Cc3cccc4c3CCCC4)c1)CCCC2
4402,4253550,training set,,,,1.0,0.0,Oc1c(c(O)ccc1C(=O)C)CN(C2CCCCC2)C3CCCCC3,c1ccc(CN(C2CCCCC2)C2CCCCC2)cc1
4403,4253552,training set,0.0,1.0,0.0,0.0,,Clc1nc2c(c(c1)C)cc(Cc3cc4c(nc(Cl)cc4C)cc3)cc2,c1cnc2ccc(Cc3ccc4ncccc4c3)cc2c1
4404,4253553,training set,0.0,0.0,0.0,0.0,0.0,S(=O)(=O)(O)c1c(OC)ccc(c1)Cc2cc3c(nc(O)cc3C)cc2,c1ccc(Cc2ccc3ncccc3c2)cc1
4405,4253554,training set,0.0,0.0,0.0,0.0,0.0,Oc1cc2c([C@@H]3[C@@H]([C@@H]4[C@](CC3)(C)[C@@H](CC4)[C@@H](NCCN(C)C)C)CC2)cc1,c1ccc2c(c1)CC[C@H]1[C@@H]2CCC2CCC[C@@H]21
4406,4253555,training set,,,0.0,,0.0,O1c2c(OC1)ccc(c2)CN3[C@@H](CCC3)C(=O)N,c1cc2c(cc1CN1CCCC1)OCO2
4407,4253557,training set,0.0,0.0,,0.0,0.0,Oc1nc2c(c(c1)C)cc(cc2)Cc3ccc(NC(=O)C)cc3,c1ccc(Cc2ccc3ncccc3c2)cc1
4408,4253558,training set,0.0,0.0,0.0,,0.0,O(c1cc(N2C(NC(NC2=N)=N)(C)C)ccc1)Cc3cc(N)ccc3,N=C1NCN(c2cccc(OCc3ccccc3)c2)C(=N)N1
4409,4253559,training set,,,0.0,,0.0,O(c1cc(N2C(NC(NC2=N)=N)(C)C)ccc1)Cc3cc(N(=O)=O)ccc3,N=C1NCN(c2cccc(OCc3ccccc3)c2)C(=N)N1
4410,4253561,training set,,0.0,0.0,0.0,0.0,n1c2c(c(nc1N)C)cccc2,c1ccc2ncncc2c1
4411,4253563,training set,0.0,,0.0,0.0,0.0,N(/N=C\1/c2c([C@@](c3cc(c(cc3)C)C)(CC1)C)cc(c(c2)C)C)=C\4/c5c([C@@](c6cc(c(cc6)C)C)(CC4)C)cc(c(c5)C)C,c1ccc(C2CC/C(=N/N=C3\CCC(c4ccccc4)c4ccccc43)c3ccccc32)cc1
4412,4253564,training set,0.0,0.0,0.0,0.0,0.0,S(c1ncnc2n(cnc21)[C@@H]3O[C@H]([C@@H](O[C@@H]3O)O)CO)C,c1ncc2ncn([C@H]3COCCO3)c2n1
4413,4253566,training set,0.0,0.0,0.0,0.0,0.0,S1(OC(c2c1cccc2)(c3cc(c(O)c(c3)C)C(=O)O)c4cc(c(O)c(c4)C)C(=O)O)(=O)=O,O=S1(=O)OC(c2ccccc2)(c2ccccc2)c2ccccc21
4414,4253567,training set,,0.0,0.0,0.0,0.0,Oc1nc(nc(c1Cc2c(O)cccc2)-c3ccccc3)C,c1ccc(Cc2cncnc2-c2ccccc2)cc1
4415,4253568,training set,,,,0.0,,Sc1nc(c(Cc2c3c(ccc2O)cccc3)c(O)n1)-c4ccccc4,c1ccc(-c2ncncc2Cc2cccc3ccccc23)cc1
4416,4253569,training set,0.0,0.0,0.0,,0.0,O(C(=O)C)[C@]12[C-](Nc3c1cccc3)[C@@H]4[N@+](CC2)(CCCC4)C,c1ccc2c(c1)N[C-]1C2CC[NH+]2CCCC[C@H]12
4417,4253570,training set,0.0,0.0,0.0,,0.0,O=C(O)[C@H]1N[C@@H](c2[nH]c3c(c2C1)cccc3)CCCCO,c1ccc2c3c([nH]c2c1)CNCC3
4418,4253571,training set,,0.0,0.0,0.0,0.0,S(Cc1c2c(ccc1)cccc2)CC(=O)O,c1ccc2ccccc2c1
4419,4253572,training set,0.0,0.0,0.0,,0.0,O[C@H]\1[C@@]2([C@@H]([C@@H]3[C@H](c4c(CC3)cc(O)cc4)CC2)C/C1=N/O)C,N=C1CC2CC[C@H]3c4ccccc4CC[C@@H]3[C@H]2C1
4420,4253573,training set,0.0,0.0,0.0,,0.0,Clc1cc(c(O)cc1)/C=N\c2cc3c(nc2)cccc3,C(=N\c1cnc2ccccc2c1)\c1ccccc1
4421,4253574,training set,0.0,0.0,0.0,0.0,0.0,O=C(Nc1ncccc1)/C=C\C(=O)O,c1ccncc1
4422,4253575,training set,0.0,0.0,0.0,0.0,0.0,O1[C@@H]2[C@@H]([C@H]([C@@H]1C=C2)C(=O)O)C(=O)NCc3cnccc3,O=C(NCc1cccnc1)[C@@H]1C[C@@H]2C=C[C@@H]1O2
4423,4253576,training set,0.0,1.0,0.0,0.0,0.0,S(=O)(=O)(NCc1sccn1)c2ccc(N)cc2,O=S(=O)(NCc1nccs1)c1ccccc1
4424,4253577,training set,0.0,1.0,0.0,0.0,0.0,O(Cc1ccccc1)[C@@H]2N(Cc3ccccc3)CCN2,c1ccc(CO[C@H]2NCCN2Cc2ccccc2)cc1
4425,4253578,training set,,0.0,0.0,,,S(OCc1n(c2c(n1)cccc2)C(=O)C)(=O)(=O)C,c1ccc2[nH]cnc2c1
4426,4253579,training set,,,0.0,0.0,,O1c2c(OC1)ccc(c2)CC(=O)C(=O)O,c1ccc2c(c1)OCO2
4427,4253581,training set,0.0,0.0,0.0,,0.0,S(F)(=O)(=O)c1ccc(NC(=O)c2cc(N3C(NC(NC3=N)=N)(C)C)ccc2)cc1,N=C1NCN(c2cccc(C(=O)Nc3ccccc3)c2)C(=N)N1
4428,4253582,training set,,0.0,0.0,0.0,,n1c2c([nH]c1)ncnc2NCCc3nc[nH]c3,c1nc(NCCc2c[nH]cn2)c2nc[nH]c2n1
4429,4253583,training set,,0.0,,0.0,0.0,S(Sc1cc(ccc1)C(=O)O)c2cc(ccc2)C(=O)O,c1ccc(SSc2ccccc2)cc1
4430,4253584,training set,0.0,0.0,0.0,0.0,0.0,S(Cc1ccccc1)[C@@H](C(=O)O)C,c1ccccc1
4431,4253585,training set,0.0,,0.0,0.0,0.0,S(=O)(=O)(C(c1ccccc1)c2ccccc2)CC(=O)O,c1ccc(Cc2ccccc2)cc1
4432,4253586,training set,0.0,0.0,0.0,0.0,0.0,S(=O)(=O)(c1sc(nn1)C)c2ccc(/N=N\c3c(nc(nc3N)N)N)cc2,O=S(=O)(c1ccc(/N=N\c2cncnc2)cc1)c1nncs1
4433,4253587,training set,,,,0.0,0.0,Brc1c(/N=N\c2c(O)nc(S)nc2N)c(Br)cc(S(=O)(=O)N)c1,c1ccc(/N=N\c2cncnc2)cc1
4434,4253588,training set,,0.0,,0.0,0.0,Brc1c(/N=N\c2c3c(nccc3)c(O)cc2)c(Br)cc(S(=O)(=O)N)c1,c1ccc(/N=N\c2cccc3ncccc23)cc1
4435,4253589,training set,,0.0,0.0,0.0,0.0,Oc1c2ncccc2c(/N=N\c3ccc(Nc4nc(nc(c4)C)C)cc3)cc1,c1cc(/N=N\c2ccc(Nc3ccncn3)cc2)c2cccnc2c1
4436,4253590,training set,,0.0,0.0,0.0,0.0,S(=O)(=O)(N)c1ccc(/N=N\[C@H]2C(=O)N(N=C2C)c3ccccc3)cc1,O=C1[C@H](/N=N\c2ccccc2)C=NN1c1ccccc1
4437,4253593,training set,,1.0,,0.0,0.0,Clc1ccc(CSCc2ccc(N(=O)=O)cc2)cc1,c1ccc(CSCc2ccccc2)cc1
4438,4253594,training set,0.0,0.0,0.0,0.0,0.0,O1[C@]2([C@]3([C@@]4(O)[C@@]15[C@]([C@@]([C@@]4(O)[C@@H]([C@@]3(O)C(C)C)OC(=O)c6[nH]ccc6)(C2)C)(O)CC[C@@H]([C@H]5O)C)C)O,O=C(O[C@@H]1CC2C3CC4C1C2[C@]1(CCCCC41)O3)c1ccc[nH]1
4439,4253595,training set,,0.0,,0.0,0.0,Ic1c(O)c(cc(I)c1)/C=N\C(CO)(CO)C,c1ccccc1
4440,4253596,training set,,0.0,0.0,0.0,0.0,O=C(Nc1ncccc1)CC(=N)c2ccccc2,N=C(CC(=O)Nc1ccccn1)c1ccccc1
4441,4253597,training set,0.0,0.0,0.0,0.0,0.0,Clc1c(OCC(=O)O)c2ncccc2c(Cl)c1,c1ccc2ncccc2c1
4442,4253598,training set,0.0,0.0,0.0,0.0,0.0,O=C(NC(=O)N)[C@@H]1[C@@H](C(=O)O)CCCC1,C1CCCCC1
4443,4253599,training set,0.0,0.0,0.0,0.0,,Sc1ncnc2n(CC(=O)[C@@H]3[C@]4([C@H]([C@@H]5[C@H]([C@]6(C(CC5)=CC(=O)CC6)C)CC4)CC3)C)cnc21,O=C1C=C2CC[C@@H]3[C@@H]4CC[C@H](C(=O)Cn5cnc6cncnc65)C4CC[C@H]3C2CC1
4444,4253603,training set,1.0,,,0.0,0.0,O(c1cc2c([nH]cc2CCN)cc1)C(=O)C(=O)O,c1ccc2[nH]ccc2c1
4445,4253604,training set,0.0,0.0,0.0,0.0,0.0,S(c1ccccc1)CCCC(=O)O,c1ccccc1
4446,4253606,training set,0.0,0.0,0.0,0.0,0.0,O=C(c1cc(O)c(N)cc1)C[C@H](N)C(=O)O,c1ccccc1
4447,4253607,training set,0.0,0.0,0.0,0.0,0.0,O=n1c(N)c(NCO)c(nc1N)N,c1cnc[nH+]c1
4448,4253608,training set,1.0,,0.0,,1.0,S1c2c(N(c3c1cccc3)C(=O)CN4CCC(CC4)C)cc5c(c2)cccc5,O=C(CN1CCCCC1)N1c2ccccc2Sc2cc3ccccc3cc21
4449,4253609,training set,0.0,0.0,0.0,,,S1c2c(N(c3c1cccc3)C(=O)CN4CCN(CC4)C)cc5c(c2)cccc5,O=C(CN1CCNCC1)N1c2ccccc2Sc2cc3ccccc3cc21
4450,4253610,training set,,,,1.0,,n1(CN(Cc2ccccc2)C)cncc1,c1ccc(CNCn2ccnc2)cc1
4451,4253611,training set,0.0,0.0,0.0,0.0,0.0,N1(Cc2ncc[nH]2)CCN(Cc3ncc[nH]3)CC1,c1c[nH]c(CN2CCN(Cc3ncc[nH]3)CC2)n1
4452,4253612,training set,0.0,0.0,0.0,0.0,0.0,O1CCN(Cc2ncc[nH]2)CC1,c1c[nH]c(CN2CCOCC2)n1
4453,4253613,training set,0.0,0.0,0.0,0.0,0.0,S(=O)(=O)(O)c1c(c([nH]c1-c2ccccc2)-c3nccc4c3cccc4)C(=O)O,c1ccc(-c2ccc(-c3nccc4ccccc34)[nH]2)cc1
4454,4253614,training set,1.0,,0.0,0.0,,o1c(nc(c1-c2ccccc2)-c3ccc(cc3)C)-c4nccc5c4cccc5,c1ccc(-c2nc(-c3nccc4ccccc34)oc2-c2ccccc2)cc1
4455,4253615,training set,0.0,1.0,1.0,0.0,,O=C(N1c2c(C=C[C@H]1CC(=O)c3ccccc3)cccc2)c4ccccc4,O=C(C[C@@H]1C=Cc2ccccc2N1C(=O)c1ccccc1)c1ccccc1
4456,4253616,training set,0.0,0.0,0.0,0.0,0.0,O=N(=O)C(CCN)(CCN)C,
4457,4253617,training set,0.0,0.0,0.0,0.0,0.0,Clc1cc(S(=O)(=O)/N=C(\OCC(C)(C)C)/C)ccc1Cl,c1ccccc1
4458,4253618,training set,,0.0,0.0,0.0,0.0,Clc1ccc(/C=N\Cc2c(nc(nc2)C)N)cc1,C(=N\Cc1cncnc1)\c1ccccc1
4459,4253619,training set,,,0.0,,0.0,Brc1c2c(nccc2)c(O)c(c1)CN3CCN(c4ccccc4)CC3,c1ccc(N2CCN(Cc3ccc4cccnc4c3)CC2)cc1
4460,4253620,training set,1.0,,,0.0,,S(=O)(=O)(O)c1c(N)c2c(c(Nc3cc(S(=O)(=O)N)ccc3)c1)C(=O)c4c(C2=O)cccc4,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)cccc21
4461,4253621,training set,,0.0,0.0,0.0,0.0,O=C\1Nc2c(/C1=N\c3c4c(nccc4)ccc3)cccc2,O=C1Nc2ccccc2/C1=N\c1cccc2ncccc12
4462,4253622,training set,,0.0,0.0,0.0,0.0,S(=O)(=O)(O)c1cc2/C(=N/Nc3c(N(=O)=O)cccc3)/C(=O)Nc2cc1,O=C1Nc2ccccc2/C1=N/Nc1ccccc1
4463,4253624,training set,0.0,0.0,0.0,,0.0,Clc1ccc([C@@H]2N(c3ccc(S(=O)(=O)N)cc3)C(NC(N2)=N)=N)cc1,N=C1NC(=N)N(c2ccccc2)[C@@H](c2ccccc2)N1
4464,4253625,training set,,0.0,0.0,0.0,0.0,Clc1ccc([C@@H]2N(c3ccc(S(=O)(=O)Nc4ncccn4)cc3)C(NC(N2)=N)=N)cc1,N=C1NC(=N)N(c2ccc(S(=O)(=O)Nc3ncccn3)cc2)[C@@H](c2ccccc2)N1
4465,4253626,training set,1.0,,,,,Clc1ccc(C(C=2C(=O)c3c(C(=O)C2O)cccc3)C=4C(=O)c5c(C(=O)C4O)cccc5)cc1,O=C1C=C(C(C2=CC(=O)c3ccccc3C2=O)c2ccccc2)C(=O)c2ccccc21
4466,4253627,training set,,0.0,,0.0,0.0,O=C1C(C(C=2C(=O)c3c(C(=O)C2O)cccc3)CCc4ccccc4)=C(O)C(=O)c5c1cccc5,O=C1C=C(C(CCc2ccccc2)C2=CC(=O)c3ccccc3C2=O)C(=O)c2ccccc21
4467,4253629,training set,,,0.0,0.0,0.0,Oc1c(ccc(/N=N\c2c(nc(nc2N)N)N)c1)C(=O)O,c1ccc(/N=N\c2cncnc2)cc1
4468,4253630,training set,1.0,1.0,1.0,,,s1c2c(nc1SCCN)cccc2,c1ccc2scnc2c1
4469,4253631,training set,0.0,0.0,0.0,0.0,0.0,O=C(O)/C(=N\O)/Cc1nn[nH]c1,c1c[nH]nn1
4470,4253632,training set,0.0,0.0,0.0,0.0,0.0,O=C(O)[C@@H](Nc1ccccc1)CC(=O)O,c1ccccc1
4471,4253633,training set,0.0,0.0,0.0,0.0,0.0,O1[C@H](C(=O)N(C1=O)CC(=O)O)c2ccccc2,O=C1NC(=O)[C@H](c2ccccc2)O1
4472,4253634,training set,0.0,0.0,0.0,0.0,0.0,O=C(O)[C@@](N)(Cc1ccccc1)CC(=O)O,c1ccccc1
4473,4253635,training set,,0.0,0.0,0.0,0.0,S1CCN[C@@H]1[C@H](N2C(=O)c3c(C2=O)cccc3)C(=O)O,O=C1c2ccccc2C(=O)N1C[C@H]1NCCS1
4474,4253636,training set,0.0,0.0,0.0,0.0,0.0,S1CCN[C@@H]1[C@H](N2Cc3c(C2)cccc3)C(=O)O,c1ccc2c(c1)CN(C[C@H]1NCCS1)C2
4475,4253637,training set,0.0,0.0,0.0,0.0,0.0,O=C1[C@]2(C[C@]3(C(=O)[C@@](C2)(C[C@@]1(C3)C(=O)O)C(=O)O)C(=O)O)C(=O)O,O=C1C2CC3CC1CC(C2)C3=O
4476,4253638,training set,0.0,0.0,,0.0,0.0,O=C1CCC(c2ccccc2)(c3ccccc3)CC1,O=C1CCC(c2ccccc2)(c2ccccc2)CC1
4477,4253640,training set,,0.0,0.0,0.0,,Clc1ccc(-c2c(nc(nc2N)N)COc3cc(N)ccc3)cc1,c1ccc(OCc2ncncc2-c2ccccc2)cc1
4478,4253641,training set,1.0,1.0,0.0,0.0,0.0,s1c2c(nc1SCCNc3ccccc3)cccc2,c1ccc(NCCSc2nc3ccccc3s2)cc1
4479,4253642,training set,1.0,0.0,,,,S(=O)(=O)(N(C)C)c1ccc(Nc2c3c(C(=O)c4c(C3=O)c(N(=O)=O)ccc4O)c(O)cc2)cc1,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)cccc21
4480,4253644,training set,,,,,0.0,I[C@@]12c3c(N4C(=N)[C@@H]([C@H]5[C@@H]([C@@H]41)N(C(=N)[C@H]2O)c6c5cccc6)O)cccc3,N=C1C[C@@H]2c3ccccc3N3C(=N)CC4c5ccccc5N1[C@@H]4[C@H]23
4481,4253645,training set,,0.0,0.0,0.0,,S(c1nc2[nH]cnc2c(O)n1)Cc3c(N(=O)=O)cccc3,c1ccc(CSc2ncc3nc[nH]c3n2)cc1
4482,4253646,training set,,,0.0,0.0,,S(c1nc2[nH]cnc2c(O)n1)Cc3cc(N(=O)=O)ccc3,c1ccc(CSc2ncc3nc[nH]c3n2)cc1
4483,4253647,training set,0.0,0.0,0.0,0.0,0.0,S(P(=O)(O)O)C[C@H](O)CN,
4484,4253648,training set,0.0,0.0,0.0,0.0,0.0,O=C(O)[C@H](N)CCCN,
4485,4253649,training set,,0.0,0.0,0.0,0.0,O=C1N=C(NN)CC(=O)N1,O=C1CC=NC(=O)N1
4486,4253651,training set,1.0,1.0,0.0,1.0,,O1c2c(c(O)cc(OC(C)C)c2)C(=CC1)CCC(=O)O,C1=Cc2ccccc2OC1
4487,4253652,training set,1.0,0.0,0.0,,0.0,[nH]1c(-c2c[n+](ccc2)Cc3ccccc3)cc4c1cccc4,c1ccc(C[n+]2cccc(-c3cc4ccccc4[nH]3)c2)cc1
4488,4253653,training set,0.0,0.0,0.0,0.0,0.0,S(OC1=C(NC(=O)C)C(=O)N(C1)C)(=O)(=O)c2ccc(cc2)C,O=C1C=C(OS(=O)(=O)c2ccccc2)CN1
4489,4253654,training set,1.0,0.0,0.0,0.0,,O=C1c2c(n3c(c2C(OCC)=O)cccc3)C(=O)c4c1cccc4,O=C1c2ccccc2C(=O)c2c1cc1ccccn21
4490,4253656,training set,1.0,,0.0,0.0,0.0,O[C@H]1[C@@H]([C@H]2[C@@H](c3c(-c4c2cccc4)cccc3)C1)C(OCC)=O,c1ccc2c(c1)-c1ccccc1[C@H]1CCC[C@H]21
4491,4253658,training set,0.0,0.0,1.0,0.0,0.0,O1C2(c3c(c(c(c(c3-c4ccccc4)-c5ccccc5)-c6ccccc6)-c7ccccc7)C1=O)c8c(Oc9c2ccc(O)c9)cc(O)cc8,O=C1OC2(c3ccccc3Oc3ccccc32)c2c1c(-c1ccccc1)c(-c1ccccc1)c(-c1ccccc1)c2-c1ccccc1
4492,4253659,training set,0.0,0.0,,0.0,,Brc1c(C2c3c(Oc4c2ccc(O)c4)cc(O)cc3)c(c(Br)c(Br)c1Br)C(=O)O,c1ccc(C2c3ccccc3Oc3ccccc32)cc1
4493,4253664,training set,1.0,0.0,0.0,0.0,0.0,O(c1nc2nc(cc(c2cc1)C)C)C,c1cnc2ncccc2c1
4494,4253665,training set,,,0.0,0.0,0.0,O=C(O)C(NC(=O)c1ccccc1)(C(=O)O)C,c1ccccc1
4495,4253666,training set,0.0,1.0,,0.0,0.0,S(=O)(=O)(Nc1c(cccc1)C=O)c2ccc(cc2)C,O=S(=O)(Nc1ccccc1)c1ccccc1
4496,4253667,training set,,0.0,,0.0,0.0,s1nnc(c1-c2ccc(-c3snnc3C(=O)O)cc2)C(=O)O,c1cc(-c2cnns2)ccc1-c1cnns1
4497,4253668,training set,0.0,0.0,0.0,0.0,0.0,O=C1[C@@H]2[C@H]([C@H]([C@H]1CC2=O)C(=O)O)C(=O)O,O=C1C[C@@H]2CC[C@H]1C2=O
4498,4253670,training set,0.0,0.0,0.0,0.0,0.0,s1c(CNC(O[C@@H]2[C@H]3C[C@@H](C2)CC3)=O)ccc1,O=C(NCc1cccs1)O[C@H]1C[C@H]2CC[C@@H]1C2
4499,4253671,training set,,0.0,0.0,0.0,0.0,S(=O)(=O)(NN)c1cc(cc(c1)C(=O)O)C(=O)O,c1ccccc1
4500,4253672,training set,0.0,0.0,0.0,0.0,0.0,P(=O)(O)(O)CNC(=O)c1cnccc1,c1ccncc1
4501,4253673,training set,1.0,0.0,,0.0,0.0,O=C(O)c1c(/C=N\N=C2c3c(-c4c2cccc4)cccc3)cccc1,C(=N\N=C1c2ccccc2-c2ccccc21)\c1ccccc1
4502,4253674,training set,,,,0.0,0.0,Clc1c(/C=N\N=C2c3c(-c4c2cccc4)cccc3)c(F)ccc1,C(=N\N=C1c2ccccc2-c2ccccc21)\c1ccccc1
4503,4253675,training set,1.0,0.0,,,0.0,O=C(O)c1ccc(/C=N\N=C2c3c(-c4c2cccc4)cccc3)cc1,C(=N\N=C1c2ccccc2-c2ccccc21)\c1ccccc1
4504,4253676,training set,0.0,0.0,0.0,0.0,0.0,S1(=O)(=O)[C@@](NCC1)(CN2C(=O)c3c(C2=O)cccc3)C(=O)O,O=C1c2ccccc2C(=O)N1CC1NCCS1(=O)=O
4505,4253677,training set,0.0,0.0,0.0,0.0,0.0,Oc1c(/C(=N\C2CCCCC2)/C)cccc1,C(=N\C1CCCCC1)\c1ccccc1
4506,4253678,training set,0.0,1.0,0.0,0.0,0.0,S1CCSC1[C@H]2[C@@H](C[C@@]3([C@@H]4[C@H]([C@H]5[C@]([C@@H](OC(=O)C)CC5)(CC4)C)CCC3=C2)C)OC(=O)C,C1=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)C2CC[C@@H]1C1SCCS1
4507,4253679,training set,0.0,0.0,0.0,0.0,,O(C(=O)CO)[C@@H]1[C@@]2([C@H]3[C@]([C@@H]([C@@H](O)[C@@](C1)(C=C)C)C)(CC[C@H]2C)CCC3=O)C,O=C1CC[C@@]23CCCCCC(CCC2)[C@H]13
4508,4253680,training set,0.0,0.0,0.0,0.0,0.0,O1[C@H](n2c3ncnc(N)c3nc2)[C@H](N)[C@H](O)[C@@H]1CO,c1ncc2ncn([C@@H]3CCCO3)c2n1
4509,4253681,training set,,0.0,0.0,0.0,0.0,O1c2c(OC1)ccc(c2)/C=N\c3cc4c(-c5c(C4)cc(N(=O)=O)cc5)cc3,C(=N\c1ccc2c(c1)Cc1ccccc1-2)\c1ccc2c(c1)OCO2
4510,4253682,training set,,,0.0,0.0,0.0,O(c1ccc(N(N=O)CC(=O)O)cc1)C,c1ccccc1
4511,4253685,training set,0.0,0.0,,,0.0,OC(c1ccc(cc1)C(C)C)(c2ccc(cc2)C(C)C)C(=O)O,c1ccc(Cc2ccccc2)cc1
4512,4253686,training set,0.0,,1.0,,0.0,ClC1=C(C(=O)C(Cl)=C(C1=O)c2ccc(cc2)C)c3ccc(cc3)C,O=C1C=C(c2ccccc2)C(=O)C=C1c1ccccc1
4513,4253688,training set,0.0,0.0,0.0,0.0,0.0,Oc1cc2[C@H]([N+](CCc2cc1O)(C)C)Cc3cc(O)c(O)cc3,c1ccc(C[C@H]2[NH2+]CCc3ccccc32)cc1
4514,4253689,training set,0.0,0.0,0.0,0.0,,O[C@]12[N@@+]3(CC[C@]14c5c(N6C(=O)C[C@H]7[C@H]([C@@H]64)[C@H](C2)C(C3)=CCO7)cc(OC)c(OC)c5)C,O=C1C[C@@H]2OCC=C3C[NH+]4CC[C@@]56c7ccccc7N1[C@@H]5[C@@H]2[C@@H]3CC46
4515,4253690,training set,0.0,0.0,0.0,0.0,0.0,S(O[C@@H]1[C@@H]([C@H]2[C@H](CN3[C@H](c4[nH]c5c(c4CC3)cccc5)C2)CC1)C(OC)=O)(=O)(=O)O,c1ccc2c3c([nH]c2c1)[C@@H]1C[C@H]2CCCC[C@H]2CN1CC3
4516,4253691,training set,,,0.0,0.0,0.0,O1[C@@H]([C@H]2[C@H]3Nc4c([C@]35[C@H]6N(CC5)CC([C@@H]2C6)=CC1)cccc4)CC(=O)O,C1=C2CN3CC[C@]45c6ccccc6N[C@@H]4[C@H](COC1)[C@H]2C[C@H]35
4517,4253692,training set,0.0,0.0,0.0,0.0,0.0,O1[C@@H]([C@H]2[C@H]3Nc4c([C@]35[C@H]6N(CC5)CC([C@@H]2C6)=CC1)cc(OC)c(OC)c4)CC(=O)O,C1=C2CN3CC[C@]45c6ccccc6N[C@@H]4[C@H](COC1)[C@H]2C[C@H]35
4518,4253693,training set,,,,0.0,1.0,P(Oc1ccc(cc1)C)(Oc2ccc(cc2)C)(=O)N3[C@@H](c4c(C=C3)cccc4)C#N,O=P(Oc1ccccc1)(Oc1ccccc1)N1C=Cc2ccccc2C1
4519,4253694,training set,0.0,0.0,0.0,0.0,0.0,O=C1[C@H]2[C@H](N[C@H]([C@H]1[C@@H](N[C@H]2c3ccccc3)c4ccccc4)c5ccccc5)c6ccccc6,O=C1[C@H]2[C@@H](c3ccccc3)N[C@@H](c3ccccc3)[C@H]1[C@H](c1ccccc1)N[C@H]2c1ccccc1
4520,4253695,training set,0.0,0.0,,0.0,0.0,S(=O)(=O)(N)c1c2c(c(O)c(c1)C(=O)O)cccc2,c1ccc2ccccc2c1
4521,4253696,training set,,1.0,0.0,,,s1c2c(nc1Oc3ccc(cc3)C(=O)O)cccc2,c1ccc(Oc2nc3ccccc3s2)cc1
4522,4253698,training set,0.0,,0.0,0.0,0.0,s1c2c([n+](c1C)CCCOS(=O)(=O)O)cc(c(c2)C)C,c1ccc2sc[nH+]c2c1
4523,4253700,training set,1.0,0.0,0.0,0.0,0.0,S(C[C@H](N)C(=O)O)C1c2c(-c3c1cccc3)cccc2,c1ccc2c(c1)Cc1ccccc1-2
4524,4253701,training set,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(cc1)CNCc2ccccc2,c1ccc(CNCc2ccccc2)cc1
4525,4253702,training set,,0.0,0.0,0.0,0.0,O=C1C([C@H]([N+](C)(C)C)c2ccccc2)=CCC1,O=C1CCC=C1Cc1ccccc1
