accession_number,description,similar_entities,author,title,journal_reference,pmid,group,subgroup
ISOY800107,"Normalized relative frequency of double bend (Isogai et al., 1980)",[],"Isogai, Y., Nemethy, G., Rackovsky, S., Leach, S.J. and Scheraga,H.A",Characterization of multiple bends in proteins,"Biopolymers 19, 1183-1210 (1980) Recalculated by Kidera using a different set of proteins",PMID:7378550,indices,"H,Hydrophobicity"
ISOY800108,"Normalized relative frequency of coil (Isogai et al., 1980)","[('MAXF760104', 0.945), ('RICJ880115', 0.889), ('RACS820109', 0.848), ('RACS820106', 0.831), ('TANS770107', 0.827), ('AURR980117', 0.822), ('TANS770109', 0.816), ('ISOY800105', 0.812), ('MAXF760105', 0.81)]","Isogai, Y., Nemethy, G., Rackovsky, S., Leach, S.J. and Scheraga,H.A",Characterization of multiple bends in proteins,"Biopolymers 19, 1183-1210 (1980) Recalculated by Kidera using a different set of proteins",PMID:7378550,indices,"O,Other properties"
JANJ780101,"Average accessible surface area (Janin et al., 1978)","[('GUYH850104', 0.989), ('JANJ780103', 0.985), ('CHOC760102', 0.973), ('OOBM770101', 0.953), ('GUYH850105', 0.923), ('PRAM900101', 0.901), ('ENGD860101', 0.901), ('ROSM880102', 0.853), ('FAUJ880109', 0.85), ('KIDA850101', 0.843), ('MEIH800102', 0.843), ('KUHL950101', 0.839), ('PUNT030101', 0.824), ('ROSM880101', 0.822), ('GUYH850101', 0.821), ('FASG890101', 0.813), ('EISD860103', -0.808), ('BIOV880102', -0.809), ('MEIH800103', -0.811), ('JANJ790101', -0.824), ('RADA880104', -0.825), ('NADH010104', -0.832), ('ROSG850102', -0.836), ('RADA880101', -0.844), ('KYTJ820101', -0.852), ('CHOC760104', -0.854), ('WOLR790101', -0.856), ('OLSK800101', -0.858), ('JURD980101', -0.862), ('WOLR810101', -0.864), ('JACR890101', -0.865), ('NADH010103', -0.868), ('WARP780101', -0.869), ('DESM900102', -0.878), ('CHOC760103', -0.892), ('EISD840101', -0.907), ('RADA880107', -0.917), ('NADH010102', -0.924), ('JANJ780102', -0.949), ('JANJ790102', -0.989)]","Janin, J., Wodak, S., Levitt, M. and Maigret, B.",Conformation of amino acid side-chains in proteins,"J. Mol. Biol. 125, 357-386 (1978)",PMID:731698,indices,"H,Hydrophobicity"
JANJ780102,"Percentage of buried residues (Janin et al., 1978)","[('JANJ790102', 0.966), ('CHOC760103', 0.95), ('NADH010102', 0.949), ('JANJ790101', 0.941), ('DESM900102', 0.935), ('JURD980101', 0.928), ('NADH010103', 0.923), ('KYTJ820101', 0.922), ('ROSG850102', 0.909), ('OLSK800101', 0.905), ('CHOC760104', 0.903), ('NADH010104', 0.898), ('MEIH800103', 0.897), ('NADH010101', 0.892), ('CORJ870101', 0.885), ('EISD860103', 0.883), ('PONP800103', 0.882), ('WARP780101', 0.878), ('PONP800102', 0.875), ('BIOV880101', 0.875), ('EISD840101', 0.874), ('RADA880108', 0.869), ('PONP800108', 0.863), ('BIOV880102', 0.862), ('RADA880107', 0.856), ('RADA880101', 0.855), ('CASG920101', 0.853), ('DESM900101', 0.853), ('NISK800101', 0.853), ('PONP800101', 0.851), ('WOLR810101', 0.851), ('MANP780101', 0.842), ('WOLR790101', 0.833), ('PONP930101', 0.825), ('FAUJ830101', 0.825), ('NADH010105', 0.814), ('NISK860101', 0.813), ('MIYS850101', 0.806), ('BASU050103', 0.803), ('CIDH920104', 0.803), ('GRAR740102', -0.809), ('MIYS990104', -0.811), ('KRIW790102', -0.818), ('RACS770103', -0.828), ('KIDA850101', -0.828), ('PUNT030102', -0.83), ('MIYS990103', -0.834), ('ROSM880101', -0.835), ('KRIW790101', -0.837), ('MIYS990105', -0.846), ('PUNT030101', -0.848), ('ENGD860101', -0.86), ('PRAM900101', -0.86), ('RACS770102', -0.869), ('ROSM880102', -0.87), ('GUYH850101', -0.872), ('KUHL950101', -0.89), ('GUYH850105', -0.898), ('FASG890101', -0.903), ('MEIH800102', -0.907), ('CHOC760102', -0.935), ('JANJ780101', -0.949), ('JANJ780103', -0.957), ('OOBM770101', -0.968), ('GUYH850104', -0.968)]","Janin, J., Wodak, S., Levitt, M. and Maigret, B.",Conformation of amino acid side-chains in proteins,"J. Mol. Biol. 125, 357-386 (1978)",PMID:731698,indices,"H,Hydrophobicity"
JANJ780103,"Percentage of exposed residues (Janin et al., 1978)","[('JANJ780101', 0.985), ('GUYH850104', 0.983), ('OOBM770101', 0.965), ('CHOC760102', 0.959), ('GUYH850105', 0.885), ('ENGD860101', 0.884), ('PRAM900101', 0.884), ('MEIH800102', 0.873), ('KRIW790102', 0.848), ('PUNT030101', 0.848), ('RACS770103', 0.847), ('KIDA850101', 0.842), ('FASG890101', 0.838), ('ROSM880102', 0.838), ('GUYH850101', 0.829), ('KUHL950101', 0.826), ('RACS770102', 0.823), ('MIYS990105', 0.816), ('VINM940104', 0.811), ('ROSM880101', 0.81), ('KRIW790101', 0.805), ('NADH010101', -0.804), ('RADA880108', -0.805), ('WOLR790101', -0.806), ('JACR890101', -0.809), ('PONP800103', -0.812), ('RADA880101', -0.817), ('EISD860103', -0.819), ('WOLR810101', -0.822), ('CASG920101', -0.825), ('CORJ870101', -0.826), ('BIOV880101', -0.829), ('JANJ790101', -0.832), ('DESM900101', -0.838), ('OLSK800101', -0.845), ('KYTJ820101', -0.845), ('CHOC760104', -0.851), ('JURD980101', -0.853), ('RADA880107', -0.856), ('BIOV880102', -0.86), ('NADH010104', -0.86), ('MEIH800103', -0.866), ('ROSG850102', -0.879), ('EISD840101', -0.881), ('CHOC760103', -0.888), ('WARP780101', -0.89), ('NADH010103', -0.892), ('DESM900102', -0.908), ('NADH010102', -0.938), ('JANJ780102', -0.957), ('JANJ790102', -0.98)]","Janin, J., Wodak, S., Levitt, M. and Maigret, B.",Conformation of amino acid side-chains in proteins,"J. Mol. Biol. 125, 357-386 (1978)",PMID:731698,indices,"H,Hydrophobicity"
JANJ790101,"Ratio of buried and accessible molar fractions (Janin, 1979)","[('JANJ780102', 0.941), ('PONP800102', 0.897), ('CORJ870101', 0.891), ('CHOC760103', 0.887), ('CHOC760104', 0.886), ('PONP800103', 0.886), ('PONP800108', 0.881), ('NADH010103', 0.879), ('NISK800101', 0.875), ('NADH010102', 0.872), ('NADH010104', 0.871), ('JURD980101', 0.868), ('KYTJ820101', 0.867), ('PONP800101', 0.866), ('JANJ790102', 0.86), ('ROSG850102', 0.857), ('DESM900102', 0.855), ('NADH010101', 0.847), ('NADH010105', 0.843), ('MANP780101', 0.842), ('MEIH800103', 0.838), ('EISD860103', 0.829), ('OLSK800101', 0.828), ('CASG920101', 0.828), ('BIOV880101', 0.827), ('RADA880108', 0.824), ('PONP930101', 0.816), ('CHOC760102', -0.809), ('KRIW790101', -0.81), ('KUHL950101', -0.811), ('KRIW710101', -0.815), ('MEIH800102', -0.821), ('JANJ780101', -0.824), ('JANJ780103', -0.832), ('GUYH850104', -0.862), ('OOBM770101', -0.871), ('FASG890101', -0.885)]","Janin, J.",Surface and inside volumes in globular proteins,"Nature 277, 491-492 (1979)",PMID:763335,indices,"H,Hydrophobicity"
JANJ790102,"Transfer free energy (Janin, 1979)","[('JANJ780102', 0.966), ('NADH010102', 0.945), ('RADA880107', 0.906), ('CHOC760103', 0.905), ('EISD840101', 0.9), ('NADH010103', 0.899), ('DESM900102', 0.897), ('ROSG850102', 0.892), ('JURD980101', 0.879), ('WARP780101', 0.877), ('OLSK800101', 0.87), ('NADH010104', 0.868), ('KYTJ820101', 0.866), ('JANJ790101', 0.86), ('BIOV880102', 0.856), ('RADA880108', 0.853), ('MEIH800103', 0.853), ('BIOV880101', 0.848), ('PONP800103', 0.844), ('JACR890101', 0.84), ('RADA880101', 0.839), ('EISD860103', 0.838), ('CHOC760104', 0.835), ('WOLR810101', 0.828), ('FAUJ830101', 0.826), ('CORJ870101', 0.825), ('CASG920101', 0.822), ('PONP800102', 0.822), ('DESM900101', 0.818), ('WOLR790101', 0.818), ('NADH010101', 0.808), ('ROSM880105', 0.805), ('PONP800108', 0.802), ('MIYS990103', -0.804), ('MIYS990105', -0.82), ('FAUJ880109', -0.822), ('ROSM880101', -0.824), ('KRIW790101', -0.825), ('RACS770103', -0.834), ('KUHL950101', -0.844), ('PUNT030101', -0.846), ('KRIW790102', -0.847), ('RACS770102', -0.851), ('KIDA850101', -0.858), ('GUYH850101', -0.865), ('ROSM880102', -0.866), ('FASG890101', -0.875), ('ENGD860101', -0.89), ('PRAM900101', -0.89), ('MEIH800102', -0.894), ('GUYH850105', -0.913), ('OOBM770101', -0.963), ('CHOC760102', -0.969), ('JANJ780103', -0.98), ('JANJ780101', -0.989), ('GUYH850104', -0.999)]","Janin, J.",Surface and inside volumes in globular proteins,"Nature 277, 491-492 (1979)",PMID:763335,indices,"H,Hydrophobicity"
JOND750101,"Hydrophobicity (Jones, 1975)","[('ARGP820101', 1.0), ('SIMZ760101', 0.966), ('GOLD730101', 0.935), ('TAKK010101', 0.906), ('MEEJ810101', 0.891), ('ROSM880104', 0.872), ('CIDH920105', 0.866), ('LEVM760106', 0.864), ('CIDH920102', 0.861), ('MEEJ800102', 0.855), ('MEEJ810102', 0.852), ('ZHOH040101', 0.841), ('CIDH920103', 0.826), ('PLIV810101', 0.819), ('CIDH920104', 0.818), ('LEVM760107', 0.806), ('GUYH850103', -0.807), ('PARJ860101', -0.834), ('WOLS870101', -0.837), ('BULH740101', -0.853)]","Jones, D.D.",Amino acid properties and side-chain orientation in proteins: A cross correlation approach,"J. Theor. Biol. 50, 167-183 (1975)",PMID:1127956,indices,"H,Hydrophobicity"
JOND750102,"pK (-COOH) (Jones, 1975)","[('FASG760105', 0.833)]","Jones, D.D.",Amino acid properties and side-chain orientation in proteins: A cross correlation approach,"J. Theor. Biol. 50, 167-183 (1975) Original reference of this data: McMeekin, T.L., Groves, M.L. and Hipp, N.J. In ""Amino Acids and Serum Proteins"" (Stekol, J.A., ed.), American Chemical Society, Washington, D.C., p. 54 (1964)",PMID:1127956,indices,"H,Hydrophobicity"
JOND920101,"Relative frequency of occurrence (Jones et al., 1992)","[('CEDJ970102', 0.995), ('NAKH900101', 0.993), ('CEDJ970104', 0.983), ('CEDJ970101', 0.968), ('DAYM780101', 0.954), ('JUKT750101', 0.953), ('FUKS010110', 0.944), ('FUKS010112', 0.943), ('JUNJ780101', 0.932), ('CEDJ970103', 0.911), ('KUMS000102', 0.909), ('NAKH920101', 0.9), ('NAKH920107', 0.893), ('NAKH920106', 0.889), ('NAKH920104', 0.887), ('NAKH920103', 0.881), ('NAKH900109', 0.878), ('KUMS000101', 0.863), ('FUKS010109', 0.861), ('NAKH900102', 0.846), ('CEDJ970105', 0.834), ('FUKS010111', 0.832)]","Jones, D.T., Taylor, W.R. and Thornton, J.M.",The rapid generation of mutation data matrices from protein sequences,"CABIOS 8, 275-282 (1992)",PMID:1633570,indices,"C,Composition"
JOND920102,"Relative mutability (Jones et al., 1992)","[('DAYM780201', 0.889)]","Jones, D.T., Taylor, W.R. and Thornton, J.M.",The rapid generation of mutation data matrices from protein sequences,"CABIOS 8, 275-282 (1992)",PMID:1633570,indices,"P,Physicochemical properties"
JUKT750101,"Amino acid distribution (Jukes et al., 1975)","[('JUNJ780101', 0.98), ('DAYM780101', 0.975), ('CEDJ970101', 0.973), ('JOND920101', 0.953), ('KUMS000102', 0.948), ('CEDJ970104', 0.942), ('CEDJ970102', 0.942), ('NAKH900101', 0.941), ('FUKS010111', 0.927), ('FUKS010110', 0.908), ('KUMS000101', 0.879), ('FUKS010112', 0.875), ('NAKH920107', 0.862), ('NAKH920101', 0.849), ('NAKH920103', 0.837), ('CEDJ970103', 0.835), ('NAKH920106', 0.831), ('NAKH920104', 0.827), ('NAKH900109', 0.815)]","Jukes, T.H., Holmquist, R. and Moise, H.",Amino acid composition of proteins: Selection against the genetic code,"Science 189, 50-51 (1975)",PMID:237322,indices,"C,Composition"
JUNJ780101,"Sequence frequency (Jungck, 1978)","[('DAYM780101', 0.986), ('JUKT750101', 0.98), ('CEDJ970101', 0.968), ('JOND920101', 0.932), ('KUMS000102', 0.927), ('CEDJ970104', 0.921), ('CEDJ970102', 0.92), ('NAKH900101', 0.918), ('FUKS010111', 0.906), ('FUKS010110', 0.868), ('NAKH920107', 0.856), ('KUMS000101', 0.854), ('NAKH900102', 0.853), ('FUKS010112', 0.836), ('NAKH920106', 0.829), ('NAKH920101', 0.826), ('NAKH920103', 0.82), ('NAKH920104', 0.807), ('CEDJ970103', 0.806), ('CEDJ970105', 0.803)]","Jungck, J.R.",The genetic code as a periodic table,"J. Mol. Evol. 11, 211-224 (1978)",PMID:691072,indices,"C,Composition"
KANM800101,"Average relative probability of helix (Kanehisa-Tsong, 1980)","[('ISOY800101', 0.963), ('PALJ810102', 0.962), ('LEVM780104', 0.958), ('CHOP780201', 0.956), ('MAXF760101', 0.95), ('ROBB760101', 0.945), ('GEIM800101', 0.942), ('LEVM780101', 0.942), ('PRAM900102', 0.942), ('PALJ810101', 0.928), ('TANS770101', 0.927), ('GEIM800104', 0.916), ('RACS820108', 0.914), ('KANM800103', 0.912), ('NAGK730101', 0.883), ('AURR980115', 0.858), ('BURA740101', 0.855), ('QIAN880106', 0.854), ('QIAN880107', 0.854), ('AURR980109', 0.852), ('AURR980114', 0.852), ('PALJ810109', 0.849), ('AURR980112', 0.847), ('CRAJ730101', 0.842), ('AURR980110', 0.83), ('QIAN880105', 0.827), ('MUNV940102', -0.843), ('MUNV940101', -0.846)]","Kanehisa, M.I. and Tsong, T.Y.",Local hydrophobicity stabilizes secondary structures in proteins,"Biopolymers 19, 1617-1628 (1980)",PMID:7426680,indices,"A,alpha and turn propensities"
KANM800102,"Average relative probability of beta-sheet (Kanehisa-Tsong, 1980)","[('GEIM800107', 0.955), ('PALJ810104', 0.948), ('CHOP780202', 0.945), ('LIFS790101', 0.94), ('LEVM780105', 0.938), ('ROBB760106', 0.938), ('PALJ810103', 0.932), ('KANM800104', 0.928), ('PTIO830102', 0.917), ('GEIM800105', 0.916), ('QIAN880121', 0.9), ('ROBB760105', 0.898), ('QIAN880120', 0.896), ('QIAN880119', 0.888), ('NAGK730102', 0.878), ('PALJ810112', 0.869), ('BASU050103', 0.869), ('PONP930101', 0.866), ('LIFS790103', 0.863), ('AVBF000101', 0.859), ('BASU050101', 0.856), ('LEVM780102', 0.856), ('PRAM900103', 0.856), ('PONP800108', 0.849), ('CORJ870101', 0.839), ('PALJ810110', 0.836), ('MANP780101', 0.833), ('PONP800101', 0.829), ('GEIM800106', 0.821), ('NISK860101', 0.819), ('PONP800102', 0.815), ('NISK800101', 0.809), ('CHOP780208', 0.804), ('PONP800103', 0.803), ('LIFS790102', 0.801), ('QIAN880118', 0.801), ('PUNT030102', -0.803), ('MIYS990104', -0.808), ('OOBM770103', -0.812), ('GEIM800110', -0.814), ('MIYS990103', -0.823), ('MUNV940103', -0.916)]","Kanehisa, M.I. and Tsong, T.Y.",Local hydrophobicity stabilizes secondary structures in proteins,"Biopolymers 19, 1617-1628 (1980)",PMID:7426680,indices,"B,beta propensity"
KANM800103,"Average relative probability of inner helix (Kanehisa-Tsong, 1980)","[('AURR980109', 0.944), ('ISOY800101', 0.931), ('PALJ810102', 0.916), ('AURR980114', 0.916), ('KANM800101', 0.912), ('CHOP780201', 0.912), ('QIAN880107', 0.908), ('AURR980113', 0.905), ('MAXF760101', 0.901), ('BEGF750101', 0.893), ('QIAN880106', 0.889), ('ROBB760103', 0.887), ('ROBB760101', 0.886), ('GEIM800101', 0.881), ('AURR980112', 0.871), ('LEVM780104', 0.859), ('RACS820108', 0.858), ('AURR980108', 0.857), ('PRAM900102', 0.85), ('LEVM780101', 0.85), ('TANS770101', 0.843), ('PALJ810101', 0.836), ('RICJ880109', 0.829), ('QIAN880108', 0.829), ('QIAN880109', 0.824), ('FINA770101', 0.823), ('QIAN880110', 0.82), ('SUEM840101', 0.82), ('QIAN880105', 0.82), ('BURA740101', 0.81), ('CHOP780216', -0.808), ('GEIM800111', -0.812), ('PRAM900104', -0.814), ('LEVM780103', -0.816), ('MUNV940102', -0.823), ('CHOP780101', -0.824), ('MUNV940101', -0.826), ('PALJ810106', -0.84), ('NAGK730103', -0.847), ('CHAM830101', -0.889)]","Kanehisa, M.I. and Tsong, T.Y.",Local hydrophobicity stabilizes secondary structures in proteins,"Biopolymers 19, 1617-1628 (1980)",PMID:7426680,indices,"A,alpha and turn propensities"
KANM800104,"Average relative probability of inner beta-sheet (Kanehisa-Tsong, 1980)","[('KANM800102', 0.928), ('ROBB760105', 0.885), ('ROBB760106', 0.877), ('GEIM800107', 0.876), ('GEIM800105', 0.861), ('PTIO830102', 0.858), ('PALJ810104', 0.851), ('BASU050101', 0.85), ('PONP800108', 0.849), ('BASU050103', 0.848), ('LEVM780105', 0.841), ('QIAN880119', 0.841), ('CHOP780202', 0.839), ('LIFS790101', 0.834), ('PONP930101', 0.833), ('CORJ870101', 0.833), ('QIAN880121', 0.829), ('MANP780101', 0.827), ('JURD980101', 0.826), ('KYTJ820101', 0.824), ('PALJ810103', 0.823), ('PONP800101', 0.823), ('PALJ810112', 0.813), ('PONP800102', 0.813), ('LIFS790102', 0.809), ('QIAN880120', 0.803), ('MUNV940103', -0.857)]","Kanehisa, M.I. and Tsong, T.Y.",Local hydrophobicity stabilizes secondary structures in proteins,"Biopolymers 19, 1617-1628 (1980)",PMID:7426680,indices,"B,beta propensity"
KARP850101,"Flexibility parameter for no rigid neighbors (Karplus-Schulz, 1985)","[('VINM940102', 0.874), ('VINM940103', 0.837), ('RACS770101', 0.837), ('FUKS010103', 0.834), ('MEIH800101', 0.832), ('MIYS990104', 0.822), ('VINM940101', 0.821), ('PARS000101', 0.816), ('GUYH850102', 0.811), ('CIDH920104', -0.801), ('BIOV880102', -0.804), ('RADA880108', -0.804), ('ROSG850101', -0.807), ('MIYS850101', -0.811), ('MEEJ810101', -0.818), ('BASU050102', -0.819), ('BIOV880101', -0.825), ('NISK860101', -0.828), ('ZHOH040101', -0.833), ('WERD780101', -0.842), ('ZHOH040103', -0.846), ('CIDH920101', -0.864), ('CIDH920105', -0.866), ('CIDH920102', -0.873)]","Karplus, P.A. and Schulz, G.E.",Prediction of chain flexibility in proteins,"Naturwiss. 72, 212-213 (1985)",,indices,"H,Hydrophobicity"
KARP850102,"Flexibility parameter for one rigid neighbor (Karplus-Schulz, 1985)","[('KRIW790101', 0.917), ('MIYS990104', 0.909), ('MIYS990103', 0.901), ('MIYS990105', 0.888), ('VINM940101', 0.885), ('MEIH800101', 0.884), ('GUYH850102', 0.882), ('FASG890101', 0.871), ('RACS770101', 0.869), ('CORJ870108', 0.868), ('VINM940103', 0.863), ('KRIW710101', 0.855), ('PARS000101', 0.852), ('RACS770102', 0.852), ('KRIW790102', 0.843), ('GUYH850101', 0.84), ('MEIH800102', 0.837), ('FUKS010103', 0.835), ('VINM940102', 0.834), ('MIYS990102', 0.828), ('MIYS990101', 0.825), ('FUKS010104', 0.822), ('OOBM770103', 0.82), ('BHAR880101', 0.806), ('PUNT030101', 0.805), ('BASU050103', -0.806), ('NADH010102', -0.807), ('DESM900102', -0.815), ('PONP800106', -0.82), ('BASU050102', -0.825), ('CIDH920101', -0.828), ('DESM900101', -0.829), ('CORJ870104', -0.83), ('CIDH920104', -0.833), ('NADH010103', -0.834), ('CORJ870105', -0.834), ('NADH010104', -0.835), ('ZHOH040103', -0.836), ('CIDH920105', -0.839), ('BAEK050101', -0.839), ('CORJ870103', -0.85), ('CIDH920103', -0.852), ('BIOV880102', -0.859), ('MANP780101', -0.863), ('CORJ870101', -0.865), ('CORJ870107', -0.866), ('PONP800103', -0.87), ('CORJ870106', -0.87), ('MIYS850101', -0.878), ('RADA880108', -0.879), ('BIOV880101', -0.88), ('NISK800101', -0.885), ('PONP800102', -0.887), ('PONP800101', -0.889), ('PONP930101', -0.893), ('ROSG850102', -0.897), ('CASG920101', -0.901), ('NISK860101', -0.901), ('WERD780101', -0.909)]","Karplus, P.A. and Schulz, G.E.",Prediction of chain flexibility in proteins,"Naturwiss. 72, 212-213 (1985)",,indices,"H,Hydrophobicity"
KARP850103,"Flexibility parameter for two rigid neighbors (Karplus-Schulz, 1985)",[],"Karplus, P.A. and Schulz, G.E.",Prediction of chain flexibility in proteins,"Naturwiss. 72, 212-213 (1985)",,indices,"C,Composition"
KHAG800101,"The Kerr-constant increments (Khanarian-Moore, 1980)",[],"Khanarian, G. and Moore, W.J.",The Kerr effect of amino acids in water,"Aust. J. Chem. 33, 1727-1741 (1980) (Cys Lys Tyr !)",,indices,"H,Hydrophobicity"
KLEP840101,"Net charge (Klein et al., 1984)","[('ZIMJ680104', 0.941)]","Klein, P., Kanehisa, M. and DeLisi, C.",Prediction of protein function from sequence properties: Discriminant analysis of a data base,"Biochim. Biophys. Acta 787, 221-226 (1984)",PMID:6547351,indices,"H,Hydrophobicity"
KRIW710101,"Side chain interaction parameter (Krigbaum-Rubin, 1971)","[('KRIW790101', 0.908), ('FASG890101', 0.865), ('MIYS990103', 0.856), ('KARP850102', 0.855), ('KRIW790102', 0.839), ('MIYS990104', 0.837), ('GUYH850101', 0.831), ('GUYH850102', 0.811), ('MIYS990105', 0.801), ('DESM900101', -0.807), ('CASG920101', -0.808), ('CORJ870101', -0.812), ('BIOV880101', -0.813), ('JANJ790101', -0.815), ('WERD780101', -0.819), ('NADH010102', -0.825), ('NISK800101', -0.831), ('PONP800106', -0.841), ('NADH010105', -0.842), ('NADH010106', -0.846), ('RADA880108', -0.847), ('PONP800101', -0.85), ('ROSG850102', -0.852), ('NADH010103', -0.86), ('NADH010104', -0.874), ('PONP800102', -0.887), ('PONP800103', -0.89)]","Krigbaum, W.R. and Rubin, B.H.",Local interactions as structure determinant for globular proteins,"Biochim. Biophys. Acta 229, 368-383 (1971)",PMID:5553983,indices,"H,Hydrophobicity"
KRIW790101,"Side chain interaction parameter (Krigbaum-Komoriya, 1979)","[('MIYS990104', 0.945), ('MIYS990103', 0.944), ('MIYS990105', 0.925), ('KARP850102', 0.917), ('FASG890101', 0.914), ('KRIW790102', 0.914), ('KRIW710101', 0.908), ('VINM940101', 0.89), ('GUYH850101', 0.885), ('GUYH850102', 0.878), ('MEIH800102', 0.876), ('VINM940103', 0.875), ('MIYS990102', 0.873), ('RACS770102', 0.871), ('MIYS990101', 0.87), ('MEIH800101', 0.869), ('OOBM770103', 0.865), ('GRAR740102', 0.847), ('VINM940102', 0.834), ('PUNT030101', 0.833), ('CORJ870108', 0.833), ('MONM990101', 0.83), ('RACS770101', 0.828), ('FUKS010104', 0.828), ('PUNT030102', 0.826), ('GUYH850104', 0.822), ('OOBM770101', 0.816), ('JANJ780103', 0.805), ('PARS000101', 0.804), ('CORJ870104', -0.801), ('PTIO830102', -0.801), ('QIAN880121', -0.803), ('KYTJ820101', -0.805), ('JANJ790101', -0.81), ('CIDH920105', -0.816), ('CIDH920103', -0.819), ('BASU050101', -0.821), ('JURD980101', -0.824), ('JANJ790102', -0.825), ('CORJ870106', -0.825), ('NADH010101', -0.827), ('CORJ870103', -0.83), ('CORJ870107', -0.832), ('JANJ780102', -0.837), ('DESM900101', -0.847), ('MEIH800103', -0.85), ('DESM900102', -0.859), ('PONP800108', -0.86), ('BAEK050101', -0.86), ('BASU050103', -0.86), ('NADH010106', -0.861), ('FAUJ830101', -0.865), ('BASU050102', -0.867), ('CIDH920104', -0.867), ('MANP780101', -0.87), ('BIOV880102', -0.876), ('PONP800101', -0.888), ('NISK800101', -0.896), ('RADA880108', -0.897), ('NADH010105', -0.898), ('WERD780101', -0.899), ('CORJ870101', -0.902), ('ZHOH040103', -0.905), ('NISK860101', -0.907), ('PONP930101', -0.909), ('MIYS850101', -0.91), ('BIOV880101', -0.91), ('CASG920101', -0.911), ('PONP800102', -0.915), ('NADH010102', -0.929), ('PONP800103', -0.93), ('ROSG850102', -0.935), ('NADH010103', -0.954), ('NADH010104', -0.958)]","Krigbaum, W.R. and Komoriya, A.",Local interactions as a structure determinant for protein molecules: II,"Biochim. Biophys. Acta 576, 204-228 (1979)",PMID:760806,indices,"H,Hydrophobicity"
